,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,1.0,4.0,17.0
1,0.07345,0.0322,3.2636,23.225
2,0.14689,3.7705,2.5102,19.047
3,0.22034,2.4675,4.1893,20.408
4,0.29379,3.6285,4.9408,18.728
5,0.36723,1.8797,5.9112,18.714
6,0.44068,2.2544,5.7219,16.118
7,0.51413,1.4536,7.1617,16.383
8,0.58758,6.0651,5.9415,15.492
9,0.66102,15.9586,11.7811,13.379
10,0.73447,16.0552,13.4517,27.538
11,0.80792,38.7377,17.2426,38.31
12,0.88136,63.1479,19.8521,59.118
13,0.95481,60.0,15.2222,82.333
14,1.02826,51.4977,15.9145,99.382
15,1.1017,32.0592,16.9704,116.568
16,1.17515,20.7995,12.3044,138.129
17,1.2486,10.2893,9.0184,146.778
18,1.32204,6.9053,3.9941,154.734
19,1.39549,9.0381,2.2755,163.705
20,1.46894,8.2722,6.1795,157.782
21,1.54239,7.4083,9.8047,141.556
22,1.61583,9.4135,7.2439,137.307
23,1.68928,7.5674,3.1045,136.13
24,1.76273,6.1361,6.8521,134.136
25,1.83617,2.5845,8.4352,117.638
26,1.90962,1.7778,3.7778,111.222
27,1.98307,1.1598,4.8994,113.592
28,2.05651,4.0776,3.407,83.527
29,2.12996,5.7804,1.7252,60.387
30,2.20341,6.6746,3.1953,46.03
31,2.27685,0.1631,6.7298,46.716
32,2.3503,1.1203,3.4905,43.507
33,2.42375,1.5503,4.1598,28.379
34,2.4972,2.7344,1.8928,27.876
35,2.57064,2.1795,3.2972,20.905
36,2.64409,2.284,4.8876,18.089
37,2.71754,2.2091,3.0493,11.356
38,2.79098,4.5253,3.7304,9.321
39,2.86443,3.0,4.0,13.0
