,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,12.0,4.0,23.0
1,0.07345,7.1351,6.7838,21.216
2,0.14689,5.6486,3.4324,25.378
3,0.22034,7.4324,7.0,24.973
4,0.29379,6.8378,5.0,25.135
5,0.36723,6.4324,10.3784,19.514
6,0.44068,2.2973,3.0541,16.649
7,0.51413,3.4324,7.7027,25.297
8,0.58758,4.8649,15.1892,20.486
9,0.66102,11.7838,15.9459,25.973
10,0.73447,30.9459,17.4865,42.405
11,0.80792,52.1622,29.9189,57.378
12,0.88136,48.0811,30.1081,78.081
13,0.95481,47.2973,36.3514,112.919
14,1.02826,26.6486,20.973,118.838
15,1.1017,10.1081,18.7568,133.919
16,1.17515,6.7297,16.9189,145.486
17,1.2486,6.8649,17.3243,163.324
18,1.32204,0.2162,13.1081,169.703
19,1.39549,11.6757,6.1081,175.486
20,1.46894,9.3784,5.3243,127.324
21,1.54239,1.0811,8.1892,116.351
22,1.61583,9.6486,7.3784,113.676
23,1.68928,0.4865,5.0,85.973
24,1.76273,0.8108,4.8108,77.351
25,1.83617,1.1892,7.2162,58.892
26,1.90962,2.5676,3.0,45.189
27,1.98307,4.1622,7.7568,32.378
28,2.05651,3.8919,0.1081,34.216
29,2.12996,0.5405,0.8649,27.73
30,2.20341,4.027,5.5135,25.541
31,2.27685,0.0,4.9459,17.108
32,2.3503,0.0,2.0811,16.865
33,2.42375,0.0,1.5676,15.135
34,2.4972,3.6757,1.6757,14.0
35,2.57064,0.0,1.2162,13.297
36,2.64409,0.1081,0.8919,15.649
37,2.71754,2.728e-12,1.0,16.0
