,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,0.0833,2.5833,21.556
1,0.07345,1.4036,1.9924,20.404
2,0.14689,1.0403,2.3538,22.741
3,0.22034,3.7737,2.9216,17.452
4,0.29379,0.3419,0.6809,22.316
5,0.36723,3.8411,4.1923,19.895
6,0.44068,3.6616,5.9103,30.954
7,0.51413,12.7373,6.6521,17.599
8,0.58758,18.9985,14.2368,18.429
9,0.66102,19.2807,17.9277,38.891
10,0.73447,43.9846,17.1769,56.982
11,0.80792,67.3853,25.7444,91.201
12,0.88136,55.3757,18.432,111.374
13,0.95481,37.9815,20.2377,132.593
14,1.02826,19.0817,16.165,135.067
15,1.1017,9.8139,9.8922,139.026
16,1.17515,7.5752,8.1405,141.822
17,1.2486,8.2306,7.1069,142.923
18,1.32204,3.4052,6.2559,139.37
19,1.39549,4.0375,8.7532,154.738
20,1.46894,4.7868,4.3694,148.979
21,1.54239,1.574,4.3772,138.168
22,1.61583,1.3747,4.2622,139.713
23,1.68928,1.9879,2.4829,135.519
24,1.76273,2.3236,1.443,132.729
25,1.83617,1.7921,3.5183,109.208
26,1.90962,4.1883,5.2315,99.681
27,1.98307,2.039,4.9615,94.77
28,2.05651,6.4599,2.0897,71.01
29,2.12996,0.5222,5.1585,69.387
30,2.20341,1.8033,5.2175,68.92
31,2.27685,2.2135,4.7971,60.381
32,2.3503,0.3219,3.7897,46.879
33,2.42375,3.045,4.8157,47.353
34,2.4972,1.3643,3.5592,35.766
35,2.57064,0.0,2.3291,29.551
36,2.64409,0.0,3.7396,22.419
37,2.71754,1.6613,4.5037,15.059
38,2.79098,4.2336,2.7982,15.869
39,2.86443,1.75,5.25,15.75
