,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,2.0,1.0,19.0
1,0.07345,3.125,2.0625,14.188
2,0.14689,0.25,3.1875,12.25
3,0.22034,9.0625,2.9062,22.781
4,0.29379,0.5,4.375,13.375
5,0.36723,11.125,5.1562,14.0
6,0.44068,10.25,5.625,30.875
7,0.51413,12.75,12.6562,50.75
8,0.58758,21.0,19.25,85.25
9,0.66102,9.375,26.7188,93.906
10,0.73447,32.375,33.6875,148.062
11,0.80792,31.25,33.5938,183.656
12,0.88136,16.375,38.625,163.875
13,0.95481,11.0,24.8438,187.031
14,1.02826,7.6875,16.8125,173.875
15,1.1017,5.4062,12.1875,160.344
16,1.17515,8.5,9.0,130.0
17,1.2486,5.4062,3.875,115.438
18,1.32204,5.25,8.4375,102.938
19,1.39549,5.2188,6.7812,87.281
20,1.46894,6.375,4.375,66.625
21,1.54239,1.6562,4.6562,67.375
22,1.61583,3.6875,6.4375,46.438
23,1.68928,0.0,3.125,37.906
24,1.76273,0.75,4.75,27.5
25,1.83617,4.9062,5.6562,21.531
26,1.90962,0.5625,5.375,29.125
27,1.98307,0.0,3.6875,20.312
28,2.05651,2.0,5.375,19.375
29,2.12996,3.9062,2.0,17.0
30,2.20341,1.375,6.9375,20.75
31,2.27685,2.9062,3.0625,24.562
32,2.3503,0.0,5.0,18.0
