,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,1.75,6.75,17.75
1,0.07345,0.857,6.2143,18.143
2,0.14689,2.607,5.75,20.893
3,0.22034,2.786,6.3571,20.143
4,0.29379,2.75,6.8929,20.5
5,0.36723,9.5,8.9286,21.5
6,0.44068,13.571,12.3214,21.214
7,0.51413,23.0,15.5,23.0
8,0.58758,55.5,21.0714,41.214
9,0.66102,99.571,34.0,72.429
10,0.73447,112.893,39.0714,105.286
11,0.80792,99.214,37.9286,145.643
12,0.88136,64.107,31.5,180.643
13,0.95481,27.429,20.2857,205.357
14,1.02826,16.0,13.5,214.5
15,1.1017,12.929,12.4286,206.214
16,1.17515,8.893,9.5357,192.714
17,1.2486,5.786,6.7143,194.571
18,1.32204,11.714,4.1071,191.679
19,1.39549,12.5,2.5,170.714
20,1.46894,6.5,2.9643,156.929
21,1.54239,4.5,2.0,155.5
22,1.61583,2.679,1.75,132.393
23,1.68928,0.857,4.0,113.0
24,1.76273,1.321,3.9643,92.821
25,1.83617,3.286,2.3571,72.929
26,1.90962,3.679,3.0,56.607
27,1.98307,1.5,2.2143,46.429
28,2.05651,1.75,2.75,44.0
29,2.12996,1.786,3.2143,33.071
30,2.20341,0.357,2.8929,30.5
31,2.27685,0.286,4.5714,28.714
32,2.3503,1.964,5.4643,23.393
33,2.42375,2.286,2.5714,23.143
34,2.4972,0.536,1.5357,25.107
35,2.57064,2.0,3.0,28.5
