,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,2.0,6.0,19.0
1,0.07345,4.8019,4.2784,14.111
2,0.14689,4.6898,2.2909,10.515
3,0.22034,1.9543,3.8102,12.314
4,0.29379,2.2133,1.8144,12.152
5,0.36723,5.8615,4.0083,10.253
6,0.44068,8.4488,4.9363,10.407
7,0.51413,7.4515,7.0139,10.337
8,0.58758,16.5928,8.0582,19.352
9,0.66102,23.3975,10.3241,24.388
10,0.73447,41.0748,12.3712,35.233
11,0.80792,61.7548,15.4183,53.853
12,0.88136,51.8061,15.2438,73.942
13,0.95481,31.7188,11.9072,89.766
14,1.02826,18.0083,8.8504,105.213
15,1.1017,3.6482,9.9197,125.229
16,1.17515,7.9446,10.7424,116.003
17,1.2486,4.687,8.5859,133.242
18,1.32204,8.8338,5.8476,133.044
19,1.39549,2.5,8.5,135.5
20,1.46894,1.2521,10.4044,113.524
21,1.54239,15.5568,11.7091,118.985
22,1.61583,6.4986,9.3296,121.407
23,1.68928,3.7978,6.5665,102.827
24,1.76273,2.6233,3.8532,107.111
25,1.83617,1.5831,2.9391,80.339
26,1.90962,1.5789,3.7175,70.579
27,1.98307,2.7673,6.4211,67.044
28,2.05651,2.9003,4.6482,64.421
29,2.12996,3.0125,5.2368,50.317
30,2.20341,1.7119,6.7119,37.271
31,2.27685,0.5166,4.0194,31.316
32,2.3503,2.5097,4.3518,21.463
33,2.42375,3.3643,3.6759,13.506
34,2.4972,3.8089,2.4294,11.77
35,2.57064,2.2576,2.0485,10.259
36,2.64409,5.8809,4.1662,9.019
37,2.71754,0.9211,2.0222,15.057
38,2.79098,1.0,3.0,7.0
