,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,0.5,1.25,13.5
1,0.07345,2.6029,1.4728,14.1471
2,0.14689,4.2941,2.4913,14.6263
3,0.22034,6.667,3.6324,16.7699
4,0.29379,7.481,4.3529,19.0208
5,0.36723,3.1109,7.7059,22.4241
6,0.44068,5.692,12.5052,25.8408
7,0.51413,15.4736,10.7881,25.6239
8,0.58758,21.6003,9.673,33.4931
9,0.66102,24.9347,11.7109,51.6955
10,0.73447,21.8478,12.1799,63.9412
11,0.80792,13.7093,10.1237,63.8257
12,0.88136,5.3875,6.8106,70.3417
13,0.95481,2.3824,6.7606,79.7699
14,1.02826,2.3495,5.8962,80.3218
15,1.1017,5.5787,7.0908,72.5084
16,1.17515,4.8824,6.5614,68.0779
17,1.2486,6.0,5.75,69.6875
18,1.32204,7.0311,3.9446,68.8962
19,1.39549,3.8798,2.4894,59.1241
20,1.46894,8.5061,4.8348,45.3287
21,1.54239,3.527,3.6157,41.7772
22,1.61583,5.4637,2.0554,37.0484
23,1.68928,8.2342,0.7764,31.8635
24,1.76273,3.3417,3.2941,19.3443
25,1.83617,1.3977,0.9712,16.1771
26,1.90962,1.8651,2.8824,13.0069
27,1.98307,0.7532,2.5238,13.2766
28,2.05651,2.4135,6.4135,12.167
29,2.12996,0.0465,3.8064,12.6916
30,2.20341,0.6644,1.5433,9.7128
31,2.27685,0.0584,5.7005,6.8625
32,2.3503,0.9196,1.3062,3.7976
33,2.42375,2.0975,1.8529,10.7271
34,2.4972,4.0,2.0,2.0
