,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,3.5,1.25,5.5
1,0.07345,2.5144,0.8514,6.906
2,0.14689,5.0413,2.2741,8.246
3,0.22034,5.2591,3.4947,7.187
4,0.29379,3.84,2.5924,8.602
5,0.36723,4.4971,3.2193,6.712
6,0.44068,9.4123,3.6486,9.259
7,0.51413,1.3742,2.0904,5.854
8,0.58758,4.6293,3.7337,9.262
9,0.66102,7.3187,5.2982,12.925
10,0.73447,0.1923,9.0352,17.078
11,0.80792,13.8013,7.6375,31.243
12,0.88136,15.0849,6.3251,29.519
13,0.95481,31.5935,15.7958,36.565
14,1.02826,31.6563,16.6269,52.071
15,1.1017,14.5661,11.2135,60.079
16,1.17515,6.5126,11.6622,72.885
17,1.2486,5.3386,10.3815,79.92
18,1.32204,3.9591,9.668,93.276
19,1.39549,4.5215,9.9271,106.423
20,1.46894,9.744,8.1662,107.276
21,1.54239,10.0703,10.5046,96.547
22,1.61583,3.09,10.2756,90.059
23,1.68928,2.2646,8.2794,97.831
24,1.76273,3.7354,11.0383,105.289
25,1.83617,6.2668,7.4556,109.993
26,1.90962,1.5111,5.6446,105.354
27,1.98307,1.6656,8.1404,74.251
28,2.05651,4.3172,5.3099,56.893
29,2.12996,6.1908,4.2485,56.757
30,2.20341,7.4302,5.0124,40.484
31,2.27685,5.9483,2.9162,25.083
32,2.3503,8.6101,1.8015,16.936
33,2.42375,2.884,1.7226,14.162
34,2.4972,0.2054,4.1594,10.011
35,2.57064,0.3451,3.4536,8.097
36,2.64409,1.3504,1.9375,6.274
37,2.71754,2.25,3.25,4.75
