,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,4.25,5.5,14.5
1,0.07345,1.7851,5.7117,12.087
2,0.14689,4.4959,6.0041,12.482
3,0.22034,11.7603,7.2231,18.959
4,0.29379,23.1247,12.9366,19.188
5,0.36723,32.4408,21.1203,30.137
6,0.44068,30.0579,20.7789,51.907
7,0.51413,36.0624,24.6318,63.8
8,0.58758,53.1786,29.4552,86.531
9,0.66102,37.8182,26.314,114.595
10,0.73447,20.697,27.0028,143.932
11,0.80792,20.1111,23.4444,176.889
12,0.88136,15.5227,17.0455,172.105
13,0.95481,11.7567,12.18,176.667
14,1.02826,12.1701,11.9555,181.172
15,1.1017,14.7603,11.0413,175.967
16,1.17515,5.5684,8.5034,173.31
17,1.2486,8.6097,9.5023,158.887
18,1.32204,4.374,7.8678,152.69
19,1.39549,5.2755,8.9504,111.836
20,1.46894,3.4848,6.1063,112.43
21,1.54239,4.9174,4.7851,99.893
22,1.61583,15.9722,4.1389,82.722
23,1.68928,6.4334,0.9229,72.196
24,1.76273,3.5888,1.3781,65.822
25,1.83617,2.7025,3.9431,51.437
26,1.90962,1.61,5.0014,45.891
27,1.98307,0.7686,4.1901,33.273
28,2.05651,0.9137,1.1504,16.985
29,2.12996,0.91,2.8705,26.565
30,2.20341,4.2459,3.4008,23.058
31,2.27685,1.2672,3.8779,21.398
32,2.3503,3.9881,5.3912,12.516
33,2.42375,4.0,6.0,23.0
