,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,0.0,4.0,10.0
1,0.07345,7.2,3.7111,8.111
2,0.14689,3.8222,5.0667,8.978
3,0.22034,3.0,1.2,6.8
4,0.29379,1.5111,4.2222,7.867
5,0.36723,4.5556,4.3333,9.222
6,0.44068,3.6,6.2,8.2
7,0.51413,1.7778,7.8667,9.978
8,0.58758,6.5333,9.2222,17.178
9,0.66102,17.0,15.4,19.2
10,0.73447,37.5556,20.5556,28.444
11,0.80792,71.6667,23.6667,42.578
12,0.88136,73.0,33.0,71.6
13,0.95481,99.2889,34.4444,96.933
14,1.02826,87.8444,30.2,134.4
15,1.1017,65.0,18.0,180.0
16,1.17515,46.3778,17.0667,184.4
17,1.2486,19.2889,14.8222,216.4
18,1.32204,21.2,9.6,229.6
19,1.39549,12.6889,9.5778,230.156
20,1.46894,10.3333,7.7778,223.556
21,1.54239,3.4,8.0,219.4
22,1.61583,2.7556,9.9111,219.2
23,1.68928,5.7111,7.8222,223.133
24,1.76273,8.4,6.0,226.6
25,1.83617,7.7778,7.4444,219.556
26,1.90962,8.3333,7.3333,217.378
27,1.98307,11.0,7.2,207.8
28,2.05651,6.4667,5.4222,175.533
29,2.12996,6.4889,4.8222,187.111
30,2.20341,4.0,3.0,162.0
31,2.27685,3.6222,3.7333,157.133
32,2.3503,0.3556,3.9111,144.422
33,2.42375,1.601e-11,4.2,138.6
34,2.4972,4.1111,5.7556,118.578
35,2.57064,3.8889,5.7778,95.222
36,2.64409,1.4,5.8,65.6
37,2.71754,1.6444,3.0444,57.111
38,2.79098,3.6,4.1556,53.911
39,2.86443,2.8,5.0,48.6
40,2.93788,2.3333,4.8889,36.444
41,3.01132,2.5333,4.5556,33.178
42,3.08477,1.0,5.6,36.6
43,3.15822,3.8889,4.4222,21.689
44,3.23166,2.0,4.8,21.333
45,3.30511,3.0,1.0,29.0
