,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,0.0,4.0,17.0
1,0.07345,0.6465,3.4971,15.671
2,0.14689,5.6857,6.2098,11.0188
3,0.22034,1.0384,3.9698,18.8302
4,0.29379,0.2351,3.7494,14.3437
5,0.36723,0.0,3.7347,16.0816
6,0.44068,1.3143,6.1388,13.8253
7,0.51413,1.12,4.2,12.44
8,0.58758,2.5224,3.6,12.8653
9,0.66102,2.222,6.2024,10.6759
10,0.73447,3.6327,6.6327,9.7347
11,0.80792,4.2,4.7665,13.1812
12,0.88136,8.2498,6.6433,18.8473
13,0.95481,16.7927,11.4571,17.8392
14,1.02826,19.96,15.8,24.28
15,1.1017,16.6327,15.6531,37.0204
16,1.17515,14.3004,20.7192,41.591
17,1.2486,8.7192,18.418,50.4759
18,1.32204,15.9478,19.9894,65.5616
19,1.39549,8.2702,20.7576,70.4694
20,1.46894,10.3878,22.3469,92.0204
21,1.54239,5.52,22.72,90.52
22,1.61583,1.8547,19.0286,106.151
23,1.68928,2.502,16.831,101.4025
24,1.76273,2.2776,16.5527,102.5967
25,1.83617,2.6939,14.5918,105.0204
26,1.90962,0.9649,13.0596,108.4988
27,1.98307,3.342,10.6571,96.5012
28,2.05651,0.36,8.0,76.52
29,2.12996,1.6,5.4678,72.4212
30,2.20341,3.7551,3.9184,56.0204
31,2.27685,0.9478,1.4792,46.2253
32,2.3503,0.3037,3.1241,31.7714
33,2.42375,0.5567,3.742,20.4188
34,2.4972,0.1567,2.4253,12.8131
35,2.57064,4.0,3.0,19.0
