,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,3.0,4.0,13.0
1,0.07345,0.0,3.1053,13.2105
2,0.14689,2.3158,4.0,13.0
3,0.22034,3.7368,6.6842,15.6842
4,0.29379,0.0,3.8947,13.1579
5,0.36723,2.3684,2.5263,6.4737
6,0.44068,1.1053,6.2632,7.6316
7,0.51413,2.4737,3.0526,11.7368
8,0.58758,11.1579,3.4737,10.7368
9,0.66102,7.3684,6.1053,20.5263
10,0.73447,26.8421,9.7895,29.3158
11,0.80792,40.0,8.4211,38.8421
12,0.88136,15.2105,13.4737,66.3684
13,0.95481,17.3158,9.3158,84.5263
14,1.02826,5.4211,6.6842,99.6842
15,1.1017,3.6842,3.9474,87.8421
16,1.17515,0.6842,5.3684,100.8421
17,1.2486,0.0,6.5789,96.5789
18,1.32204,0.8947,3.7895,102.8421
19,1.39549,0.0,2.0,113.0
20,1.46894,0.5263,3.1053,89.4211
21,1.54239,0.0,4.5789,92.1579
22,1.61583,3.0,0.0,90.1053
23,1.68928,4.1053,4.2632,76.6316
24,1.76273,1.0526,2.0526,68.4211
25,1.83617,2.5263,6.8947,68.9474
26,1.90962,9.6316,5.0,62.9474
27,1.98307,2.5263,5.0,62.8421
28,2.05651,0.3158,6.0,66.8421
29,2.12996,0.0,8.6316,46.6316
30,2.20341,3.3684,2.4211,44.1579
31,2.27685,4.2105,6.1579,35.3684
32,2.3503,5.7368,2.6316,42.1053
33,2.42375,0.0,2.4737,36.6316
34,2.4972,0.4211,3.6842,30.5789
35,2.57064,7.1053,4.7895,33.1579
36,2.64409,10.5789,2.8421,28.1579
37,2.71754,7.6316,2.7895,23.3158
38,2.79098,4.547e-12,2.0,27.0
