,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,6.0,1.0,20.0
1,0.07345,0.2353,3.0,22.7059
2,0.14689,5.8235,1.7647,27.3529
3,0.22034,2.4706,2.1176,18.9412
4,0.29379,2.0588,4.5882,23.2353
5,0.36723,6.4706,6.5882,22.5294
6,0.44068,16.5294,7.5294,33.7647
7,0.51413,7.0588,8.6471,39.1765
8,0.58758,9.7647,8.8824,44.5882
9,0.66102,15.9412,7.7647,51.2353
10,0.73447,10.1176,6.2941,61.8235
11,0.80792,7.1176,7.4706,68.6471
12,0.88136,3.5294,15.3529,67.5882
13,0.95481,13.9412,7.4706,73.6471
14,1.02826,4.9412,7.7647,73.5294
15,1.1017,0.9412,6.7647,68.7647
16,1.17515,8.8235,11.1765,85.7647
17,1.2486,0.0,4.0,73.0
18,1.32204,0.7059,1.0,65.1176
19,1.39549,6.0588,3.2941,55.5294
20,1.46894,3.8824,4.0588,62.0
21,1.54239,6.1765,1.5294,58.4118
22,1.61583,4.8824,1.4118,53.5882
23,1.68928,8.2353,2.5882,58.0
24,1.76273,6.5882,2.8235,45.7647
25,1.83617,5.8824,3.9412,39.9412
26,1.90962,0.0,3.9412,28.8824
27,1.98307,0.5294,0.1765,24.0588
28,2.05651,1.1765,3.4118,22.5882
29,2.12996,0.0,0.8235,12.1176
30,2.20341,0.0,1.9412,13.4118
31,2.27685,2.5882,4.0588,8.7647
32,2.3503,0.7647,1.4706,6.7647
33,2.42375,5.2941,3.0,4.7647
34,2.4972,6.0,1.0,7.0
