,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,3.5,6.25,15.0
1,0.07345,1.6023,6.1866,14.747
2,0.14689,4.22,5.4871,16.583
3,0.22034,6.3449,6.7033,18.687
4,0.29379,6.8264,10.6446,18.636
5,0.36723,9.6626,13.516,29.046
6,0.44068,9.4065,16.766,48.161
7,0.51413,8.1532,25.7705,43.803
8,0.58758,14.1012,28.6508,47.634
9,0.66102,22.1113,33.5012,68.353
10,0.73447,12.4282,35.8172,80.877
11,0.80792,13.2188,26.9375,104.938
12,0.88136,17.9835,26.1157,107.884
13,0.95481,3.183,16.6369,118.09
14,1.02826,7.4091,6.8611,147.069
15,1.1017,10.8423,15.9376,150.203
16,1.17515,1.5682,12.4876,133.382
17,1.2486,4.368,8.4954,138.534
18,1.32204,2.5021,7.8719,158.775
19,1.39549,2.3448,7.4307,145.921
20,1.46894,3.8099,6.2066,160.545
21,1.54239,6.8883,6.6737,143.071
22,1.61583,6.0,5.5,144.375
23,1.68928,3.177,2.6055,139.234
24,1.76273,1.6074,2.8264,120.7
25,1.83617,2.7815,4.8257,112.137
26,1.90962,4.3414,4.5935,104.445
27,1.98307,3.1955,5.433,97.366
28,2.05651,5.8017,3.5207,87.463
29,2.12996,5.0059,2.5341,84.371
30,2.20341,1.5372,5.7681,89.619
31,2.27685,2.1032,6.1941,79.396
32,2.3503,2.7748,6.2727,64.971
33,2.42375,1.4062,5.4219,60.688
34,2.4972,0.7727,3.2546,56.721
35,2.57064,0.2501,3.2615,56.798
36,2.64409,0.3388,3.7107,56.149
37,2.71754,1.3032,3.6591,47.221
38,2.79098,3.8332,4.1085,40.03
39,2.86443,3.5067,3.4886,41.651
40,2.93788,0.2748,1.0909,28.581
41,3.01132,0.0,1.7297,22.74
42,3.08477,0.0356,2.8177,22.438
43,3.15822,0.7354,8.8215,21.572
44,3.23166,6.821e-12,2.0,14.0
