,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,0.0,1.0,20.0
1,0.07345,0.8974,1.8974,14.6154
2,0.14689,3.7949,2.7949,20.3846
3,0.22034,2.0,2.6923,13.2308
4,0.29379,0.0,2.0,13.5897
5,0.36723,0.0,3.0,12.0513
6,0.44068,0.0,5.6923,13.1538
7,0.51413,6.0256,5.2821,9.8462
8,0.58758,6.1026,7.4615,11.359
9,0.66102,9.3077,4.6923,12.5385
10,0.73447,19.0769,5.0769,26.0
11,0.80792,34.5897,16.6154,39.0256
12,0.88136,35.9231,16.3077,36.8462
13,0.95481,43.3333,13.6667,63.6667
14,1.02826,12.2564,7.5641,67.7949
15,1.1017,15.0,6.9231,68.4615
16,1.17515,2.7949,3.0769,97.2821
17,1.2486,6.4615,4.5385,88.2308
18,1.32204,0.6154,2.3077,87.5385
19,1.39549,5.0513,8.8462,85.3846
20,1.46894,2.9487,5.8462,98.8205
21,1.54239,0.1538,3.7692,95.0
22,1.61583,2.5128,4.2564,79.7436
23,1.68928,1.4359,5.359,72.2051
24,1.76273,1.5385,3.5385,78.0769
25,1.83617,0.4359,4.6923,70.4359
26,1.90962,4.0,4.0,61.6667
27,1.98307,0.2308,2.7692,47.1538
28,2.05651,3.4872,3.8718,39.8718
29,2.12996,1.9487,1.0256,32.2308
30,2.20341,0.0,3.7692,27.2308
31,2.27685,0.0,3.0,18.2564
32,2.3503,1.4103,3.1538,17.2821
33,2.42375,1.0,3.2308,16.9231
34,2.4972,0.4872,1.9487,8.5385
35,2.57064,2.8718,2.1795,11.4103
36,2.64409,3.0,5.8462,12.9231
37,2.71754,0.0,2.5897,7.7692
38,2.79098,1.4103,4.6923,4.6154
39,2.86443,4.0,5.0,5.0
