,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,4.0,2.5,17.75
1,0.07345,2.5176,2.9506,15.588
2,0.14689,1.832,5.6429,13.4
3,0.22034,4.1531,5.8714,11.924
4,0.29379,3.8322,3.8608,13.232
5,0.36723,3.4388,9.6837,13.337
6,0.44068,2.3,13.8651,12.919
7,0.51413,8.28,12.98,13.32
8,0.58758,28.0822,19.0769,21.402
9,0.66102,54.7016,27.8555,35.12
10,0.73447,59.8316,23.9898,42.515
11,0.80792,53.0461,26.5829,76.244
12,0.88136,45.258,14.06,117.514
13,0.95481,33.7645,18.0824,120.487
14,1.02826,8.62,10.02,158.93
15,1.1017,12.2551,14.6837,153.48
16,1.17515,7.0155,7.5865,154.446
17,1.2486,7.1873,5.5261,142.287
18,1.32204,4.9333,3.762,142.049
19,1.39549,3.2286,4.3547,155.188
20,1.46894,7.2602,2.7959,139.653
21,1.54239,4.48,4.16,133.22
22,1.61583,2.8876,5.9729,116.863
23,1.68928,3.7988,5.4678,114.676
24,1.76273,2.8888,6.4196,107.253
25,1.83617,0.2653,5.3776,84.5
26,1.90962,0.1141,6.1127,64.342
27,1.98307,0.3037,6.0449,42.103
28,2.05651,1.4,3.12,32.17
29,2.12996,2.4286,2.2629,28.581
30,2.20341,3.7092,0.4286,21.337
31,2.27685,3.4286,1.7237,26.767
32,2.3503,1.5508,3.1761,20.209
33,2.42375,2.8763,1.018,17.099
34,2.4972,2.4116,1.3935,17.321
35,2.57064,0.5,4.5,13.0
