,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,4.0,4.0,16.0
1,0.07345,0.9554,2.1446,11.527
2,0.14689,2.1388,3.5712,10.561
3,0.22034,2.523,8.0212,15.27
4,0.29379,2.7297,10.5617,17.264
5,0.36723,4.5245,5.9021,24.627
6,0.44068,13.6245,6.4266,22.637
7,0.51413,17.1819,8.13,24.557
8,0.58758,29.2023,15.7838,29.336
9,0.66102,20.0482,17.905,42.18
10,0.73447,34.523,16.9328,61.83
11,0.80792,31.5544,15.3871,77.691
12,0.88136,24.8641,16.225,97.0
13,0.95481,12.908,11.3455,113.476
14,1.02826,2.0343,12.6289,115.481
15,1.1017,2.5135,11.2732,116.456
16,1.17515,3.8108,9.9569,112.221
17,1.2486,3.4865,10.3104,108.501
18,1.32204,2.2462,11.374,102.262
19,1.39549,0.5135,12.6231,104.012
20,1.46894,0.5961,10.7589,91.812
21,1.54239,1.4259,10.2447,75.941
22,1.61583,1.3499,8.019,76.28
23,1.68928,3.1921,6.0672,70.464
24,1.76273,2.8291,7.2725,61.24
25,1.83617,2.5223,5.645,53.915
26,1.90962,5.824,3.5274,45.034
27,1.98307,3.3638,3.8955,32.671
28,2.05651,1.2177,4.0665,34.503
29,2.12996,3.599,2.0855,36.356
30,2.20341,2.1519,3.5778,30.678
31,2.27685,6.691,2.1928,27.778
32,2.3503,2.6275,2.5836,22.989
33,2.42375,1.6976,3.9584,22.823
34,2.4972,8.1169,4.2644,29.381
35,2.57064,2.9861,2.5391,19.07
36,2.64409,3.0504,1.8955,19.608
37,2.71754,1.046e-11,7.0,19.0
