,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,5.0,4.0,11.0
1,0.07345,10.0,6.6098,13.585
2,0.14689,4.5854,10.7805,18.976
3,0.22034,2.2927,11.8293,31.951
4,0.29379,5.0488,5.1707,28.195
5,0.36723,5.4634,11.0,25.854
6,0.44068,11.8537,14.9024,37.049
7,0.51413,34.0732,17.7561,52.341
8,0.58758,82.8049,26.0,74.707
9,0.66102,69.7561,32.1463,93.049
10,0.73447,48.439,18.2683,99.171
11,0.80792,37.0488,13.3659,145.439
12,0.88136,15.4878,23.6098,163.171
13,0.95481,11.5854,15.1951,182.317
14,1.02826,20.0,18.9756,208.61
15,1.1017,11.1707,11.3171,207.341
16,1.17515,9.2683,14.1951,204.902
17,1.2486,11.0732,15.3171,235.049
18,1.32204,6.7805,12.5122,219.122
19,1.39549,11.6829,14.8293,230.415
20,1.46894,6.9512,10.9024,231.829
21,1.54239,11.6098,15.561,226.0
22,1.61583,0.2927,19.3902,208.463
23,1.68928,7.7805,12.4878,202.122
24,1.76273,5.6341,10.9512,188.585
25,1.83617,8.4878,10.1951,153.195
26,1.90962,4.7073,6.8537,140.951
27,1.98307,3.1951,6.5366,118.049
28,2.05651,9.7317,6.7317,103.024
29,2.12996,2.2195,5.6829,92.024
30,2.20341,2.8049,8.7805,71.78
31,2.27685,1.0244,5.9512,81.39
32,2.3503,2.6341,8.0,60.244
33,2.42375,7.561,4.0,60.805
34,2.4972,11.6098,6.3659,54.707
35,2.57064,3.0,5.4146,42.39
36,2.64409,4.6098,7.5366,33.146
37,2.71754,0.7805,6.0,40.098
38,2.79098,4.0,3.7073,29.293
39,2.86443,1.5854,5.2195,28.024
40,2.93788,5.7805,3.0,25.902
41,3.01132,1.0,3.0,18.0
