,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,3.0,6.0,12.0
1,0.07345,3.721,8.5814,11.651
2,0.14689,7.442,4.0,11.023
3,0.22034,6.0,4.7907,12.372
4,0.29379,3.279,6.0,9.837
5,0.36723,6.442,6.0,10.349
6,0.44068,7.163,15.7674,17.0
7,0.51413,16.442,30.4186,29.535
8,0.58758,57.628,58.4419,38.302
9,0.66102,78.0,68.8837,79.442
10,0.73447,113.093,62.0,117.744
11,0.80792,67.535,45.3721,188.884
12,0.88136,42.256,22.7674,225.419
13,0.95481,12.023,16.4651,253.814
14,1.02826,9.86,9.186,254.93
15,1.1017,6.372,10.2326,253.93
16,1.17515,7.628,8.8837,246.116
17,1.2486,10.791,10.8837,247.628
18,1.32204,6.279,10.2791,255.0
19,1.39549,9.628,8.3953,241.116
20,1.46894,10.0,9.6047,228.209
21,1.54239,2.0,7.0,218.419
22,1.61583,2.07,8.9302,191.884
23,1.68928,4.814,5.3953,165.581
24,1.76273,9.0,3.0,148.651
25,1.83617,14.0,5.7442,142.535
26,1.90962,9.744,5.0,124.535
27,1.98307,3.163,5.4186,114.581
28,2.05651,3.814,3.0,104.186
29,2.12996,7.86,4.9535,108.116
30,2.20341,3.814,2.0,70.256
31,2.27685,6.186,1.4884,81.907
32,2.3503,9.163,2.0,52.907
33,2.42375,2.721,3.093,46.581
34,2.4972,3.372,3.7442,51.372
35,2.57064,0.884,3.1163,46.186
36,2.64409,0.0,2.9767,42.419
37,2.71754,2.907,2.6744,31.326
38,2.79098,7.256,4.4419,28.442
39,2.86443,2.163,4.3953,23.721
40,2.93788,0.0,2.2093,14.744
41,3.01132,2.581,1.0,11.233
42,3.08477,0.0,1.8605,15.07
43,3.15822,2.0,1.0,14.0
