,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,9.0,7.0,20.0
1,0.07345,0.1026,0.1282,18.9744
2,0.14689,0.0,3.9487,18.5385
3,0.22034,5.6154,2.0769,9.2308
4,0.29379,0.0,1.0,14.7949
5,0.36723,4.359,3.1282,23.9487
6,0.44068,1.6154,2.1538,18.4615
7,0.51413,2.359,3.7179,17.641
8,0.58758,0.6154,4.7949,15.9487
9,0.66102,1.2308,3.6923,17.1538
10,0.73447,4.4615,4.2564,16.2308
11,0.80792,6.0,9.5641,20.9744
12,0.88136,13.8462,12.5385,18.2308
13,0.95481,22.0,10.3333,34.0
14,1.02826,14.3077,17.4359,23.5897
15,1.1017,18.1538,8.7692,44.8462
16,1.17515,14.359,10.641,47.0513
17,1.2486,10.3077,8.1282,61.7692
18,1.32204,6.1538,6.9231,71.4615
19,1.39549,12.5128,9.5385,73.6154
20,1.46894,8.5641,5.4615,67.5385
21,1.54239,4.5385,6.4615,70.3077
22,1.61583,1.7436,5.3077,79.1795
23,1.68928,10.4103,6.5897,72.9487
24,1.76273,4.0769,5.6154,65.6154
25,1.83617,5.8462,7.8718,68.8205
26,1.90962,2.6667,2.0,57.0
27,1.98307,11.4615,2.0,44.6923
28,2.05651,4.1538,3.7179,38.8718
29,2.12996,12.6667,2.4872,25.7179
30,2.20341,1.7692,5.0769,18.9231
31,2.27685,3.9744,4.1795,15.9744
32,2.3503,2.4615,3.5385,15.4615
33,2.42375,1.3077,1.1538,12.8462
34,2.4972,0.8974,3.2564,6.3846
35,2.57064,0.3077,5.5897,7.6923
36,2.64409,0.0,0.3846,16.0
37,2.71754,0.0,1.2051,4.0513
38,2.79098,0.1026,0.9744,6.8974
39,2.86443,2.0,2.501e-12,9.0
