,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,4.0,3.0,18.0
1,0.07345,8.737,0.1579,8.789
2,0.14689,1.684,3.7368,11.053
3,0.22034,2.895,1.5263,12.105
4,0.29379,3.368,4.3684,12.895
5,0.36723,0.632,4.2632,11.0
6,0.44068,12.632,13.8947,15.789
7,0.51413,12.421,13.1053,18.526
8,0.58758,31.895,20.8947,25.368
9,0.66102,30.526,23.1579,26.842
10,0.73447,104.526,26.3158,46.421
11,0.80792,122.947,35.9474,66.368
12,0.88136,127.105,22.7368,111.158
13,0.95481,61.053,22.7895,122.789
14,1.02826,34.947,25.5263,173.684
15,1.1017,14.684,20.0,198.158
16,1.17515,8.158,13.7368,193.895
17,1.2486,9.842,12.4211,181.684
18,1.32204,5.316,6.4737,204.263
19,1.39549,6.0,12.0,230.0
20,1.46894,8.789,10.6842,173.684
21,1.54239,5.947,6.3158,196.526
22,1.61583,12.895,8.0,173.632
23,1.68928,6.789,4.7368,153.211
24,1.76273,4.789,7.3684,154.053
25,1.83617,5.842,7.2105,136.053
26,1.90962,4.632,7.8947,98.895
27,1.98307,1.579,4.3158,86.789
28,2.05651,1.263,3.2632,55.211
29,2.12996,2.316,6.1579,45.474
30,2.20341,0.737,6.7368,27.368
31,2.27685,2.0,6.0,31.737
32,2.3503,8.526,4.7895,20.368
33,2.42375,2.0,5.8421,18.105
34,2.4972,3.105,4.1053,22.789
35,2.57064,4.474,3.5263,26.368
36,2.64409,6.158,2.6842,23.842
37,2.71754,2.684,2.8421,29.579
38,2.79098,6.0,5.0,27.0
