,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,6.5,6.75,9.0
1,0.07345,10.0741,12.6667,11.8519
2,0.14689,15.5,15.6204,14.6296
3,0.22034,29.1667,11.3333,22.3333
4,0.29379,46.1019,13.2407,26.5926
5,0.36723,44.7963,11.7407,31.2407
6,0.44068,30.0,10.5,57.8333
7,0.51413,19.5556,7.5741,59.7037
8,0.58758,7.0648,8.9352,80.6759
9,0.66102,7.5,2.5,72.5
10,0.73447,9.037,4.5648,76.6019
11,0.80792,1.3333,4.3148,70.6296
12,0.88136,1.0833,2.9167,87.0833
13,0.95481,1.2593,4.1481,90.3519
14,1.02826,1.6759,1.3333,81.5185
15,1.1017,1.3333,3.5,77.8333
16,1.17515,1.1574,3.0556,81.1852
17,1.2486,2.7593,4.537,83.3889
18,1.32204,3.75,7.5,75.25
19,1.39549,1.5926,3.6481,75.0
20,1.46894,0.9722,3.5556,87.4907
21,1.54239,2.6667,5.0,77.0
22,1.61583,6.287,2.9537,71.537
23,1.68928,4.537,2.6667,66.2407
24,1.76273,0.1667,5.8333,56.0
25,1.83617,0.9074,4.1667,50.7778
26,1.90962,0.1944,3.5,43.7407
27,1.98307,2.0,2.5,41.5
28,2.05651,1.1296,3.0741,33.4352
29,2.12996,0.0556,2.5926,27.8704
30,2.20341,0.0,1.8333,26.0
31,2.27685,0.0,1.7222,22.2037
32,2.3503,0.0,3.5463,19.6481
33,2.42375,0.0,2.0,13.6667
34,2.4972,0.2037,3.1111,10.2685
35,2.57064,0.0926,1.4259,10.6296
36,2.64409,0.25,1.5,10.75
