,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,2.4167,1.0833,23.917
1,0.07345,2.932,1.5698,24.878
2,0.14689,2.4031,1.5257,20.256
3,0.22034,4.2424,1.8994,15.052
4,0.29379,2.9564,2.2376,15.729
5,0.36723,3.4385,3.0106,13.264
6,0.44068,7.0083,2.5427,11.454
7,0.51413,2.7916,3.2957,17.146
8,0.58758,1.0326,3.1899,17.546
9,0.66102,1.6281,4.7975,13.344
10,0.73447,2.3726,5.767,21.917
11,0.80792,10.1667,6.3889,21.5
12,0.88136,13.0723,12.4428,24.584
13,0.95481,18.7585,15.051,40.22
14,1.02826,28.7881,21.8262,63.456
15,1.1017,35.3168,20.7493,59.958
16,1.17515,21.8503,21.7844,72.913
17,1.2486,20.0422,23.3072,84.343
18,1.32204,20.8099,25.4187,100.292
19,1.39549,25.6593,24.2424,97.755
20,1.46894,9.6793,15.1148,123.952
21,1.54239,20.1006,18.8912,126.111
22,1.61583,10.6111,14.7222,140.667
23,1.68928,11.123,15.0693,138.781
24,1.76273,11.7128,14.489,135.85
25,1.83617,11.837,7.6331,132.554
26,1.90962,6.39,4.9568,122.726
27,1.98307,5.4132,3.3884,130.866
28,2.05651,2.2335,4.4777,131.535
29,2.12996,1.073,2.112,117.257
30,2.20341,1.5826,1.5399,116.354
31,2.27685,4.607,3.5152,112.552
32,2.3503,4.1123,4.699,117.219
33,2.42375,2.0,4.1667,119.167
34,2.4972,2.1286,3.3861,104.472
35,2.57064,2.9454,3.7029,82.641
36,2.64409,2.9463,3.9848,77.484
37,2.71754,0.5436,3.7461,77.968
38,2.79098,1.0452,4.7576,65.849
39,2.86443,1.0193,5.1364,52.067
40,2.93788,0.6837,3.8163,35.195
41,3.01132,4.6465,3.152,31.544
42,3.08477,7.1983,2.5957,32.688
43,3.15822,2.1194,1.4449,30.255
44,3.23166,3.6389,2.4444,25.444
