,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,1.5558,2.4167,5.778
1,0.07345,4.2924,1.5759,5.209
2,0.14689,7.5664,4.75,6.051
3,0.22034,3.558,4.4717,9.02
4,0.29379,0.8997,4.1191,8.969
5,0.36723,5.551,7.3265,10.184
6,0.44068,11.658,9.555,15.78
7,0.51413,27.9998,11.4445,29.666
8,0.58758,39.7497,9.1329,51.071
9,0.66102,33.4969,6.6893,68.44
10,0.73447,18.6703,8.7047,84.663
11,0.80792,8.2041,9.8572,94.939
12,0.88136,4.8402,8.8833,110.11
13,0.95481,3.2925,7.5601,127.943
14,1.02826,3.25,9.7499,130.5
15,1.1017,2.0522,9.83,123.553
16,1.17515,1.2126,6.3503,123.008
17,1.2486,0.3673,7.5102,129.531
18,1.32204,1.6043,8.0856,117.226
19,1.39549,1.8821,8.4422,116.766
20,1.46894,4.1938,9.8112,132.271
21,1.54239,4.4445,8.7778,120.889
22,1.61583,2.6088,8.5691,112.937
23,1.68928,1.2653,11.0,109.714
24,1.76273,0.6462,7.3072,93.246
25,1.83617,1.6621,8.8095,76.034
26,1.90962,7.6938,9.9082,68.015
27,1.98307,13.6032,5.0975,62.107
28,2.05651,10.3333,2.4444,50.944
29,2.12996,8.3674,6.8367,41.878
30,2.20341,2.9785,7.0391,35.314
31,2.27685,0.0,1.8617,29.145
32,2.3503,2.0153,1.8469,28.332
33,2.42375,1.9955,5.0794,20.465
34,2.4972,0.0176,4.3294,24.426
35,2.57064,1.0,6.139e-12,18.0
