,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,0.0,2.0,11.0
1,0.07345,0.4286,2.0,9.143
2,0.14689,0.0,2.2857,8.0
3,0.22034,0.5714,1.5714,7.714
4,0.29379,5.4286,2.5714,6.286
5,0.36723,6.7143,3.0,5.714
6,0.44068,1.7143,4.1429,6.857
7,0.51413,4.093e-12,3.0,1.0
8,0.58758,5.0,9.7143,8.0
9,0.66102,4.5714,5.2857,12.0
10,0.73447,7.0,11.1429,16.571
11,0.80792,37.2857,11.1429,22.714
12,0.88136,27.2857,13.5714,29.286
13,0.95481,26.7143,20.2857,49.857
14,1.02826,22.0,14.0,59.0
15,1.1017,12.8571,17.2857,90.857
16,1.17515,3.4286,8.4286,94.571
17,1.2486,7.5714,4.5714,104.857
18,1.32204,3.0,6.5714,118.857
19,1.39549,2.2857,9.8571,110.143
20,1.46894,7.4286,6.5714,107.857
21,1.54239,5.0,3.0,95.0
22,1.61583,6.7143,3.5714,87.429
23,1.68928,4.2857,4.7143,67.571
24,1.76273,3.0,2.0,44.857
25,1.83617,4.0,3.7143,42.571
26,1.90962,4.4286,3.2857,37.286
27,1.98307,1.8571,2.7143,20.286
28,2.05651,2.0,8.0,19.0
