,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,6.0,2.0,3.0
1,0.07345,3.0,4.0,4.0
2,0.14689,2.0,3.0,9.0
3,0.22034,2.0,4.0,5.0
4,0.29379,0.0,5.0,12.0
5,0.36723,1.0,7.0,5.0
6,0.44068,3.0,7.0,8.0
7,0.51413,8.0,11.0,14.0
8,0.58758,29.0,17.0,18.0
9,0.66102,37.0,29.0,31.0
10,0.73447,115.0,17.0,50.0
11,0.80792,83.0,12.0,64.0
12,0.88136,61.0,17.0,105.0
13,0.95481,37.0,6.0,135.0
14,1.02826,16.0,12.0,137.0
15,1.1017,24.0,11.0,136.0
16,1.17515,5.0,5.0,143.0
17,1.2486,1.0,5.0,156.0
18,1.32204,0.0,4.0,139.0
19,1.39549,0.0,1.0,133.0
20,1.46894,0.0,5.0,120.0
21,1.54239,2.0,6.0,99.0
22,1.61583,3.0,6.0,90.0
23,1.68928,3.0,7.0,77.0
24,1.76273,9.0,7.0,53.0
25,1.83617,2.0,3.0,43.0
26,1.90962,7.0,6.0,36.0
27,1.98307,3.0,2.0,30.0
28,2.05651,3.0,0.0,30.0
29,2.12996,3.0,3.0,12.0
30,2.20341,4.0,0.0,16.0
31,2.27685,2.0,2.0,13.0
32,2.3503,0.0,1.0,5.0
33,2.42375,0.0,3.0,17.0
34,2.4972,2.0,2.0,12.0
35,2.57064,0.0,4.0,12.0
