,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,6.0,8.0,24.0
1,0.07345,20.5679,6.321,26.617
2,0.14689,14.1111,8.0741,22.247
3,0.22034,19.7778,12.0,31.333
4,0.29379,43.5062,20.9012,37.37
5,0.36723,65.5802,25.7901,49.963
6,0.44068,70.8889,30.0,88.111
7,0.51413,76.2346,31.0864,120.025
8,0.58758,59.2469,22.5679,145.148
9,0.66102,31.0,16.0,185.0
10,0.73447,15.7407,11.9506,192.012
11,0.80792,10.5309,7.284,174.593
12,0.88136,4.1111,5.7778,182.778
13,0.95481,1.7037,5.6296,183.84
14,1.02826,3.679,5.6049,177.049
15,1.1017,6.6667,6.1111,170.556
16,1.17515,2.0617,7.0494,157.086
17,1.2486,4.5185,8.0617,142.778
18,1.32204,6.0,9.0,165.0
19,1.39549,6.0494,10.5802,138.284
20,1.46894,6.9506,14.6543,126.543
21,1.54239,5.4444,14.0,110.889
22,1.61583,8.5679,14.0494,102.778
23,1.68928,9.9259,13.2099,100.778
24,1.76273,13.7778,10.2222,89.222
25,1.83617,6.037,9.5062,76.901
26,1.90962,14.7407,7.1111,56.259
27,1.98307,10.0,4.0,45.0
28,2.05651,9.2593,4.3951,42.383
29,2.12996,5.1358,5.8395,30.79
30,2.20341,4.5556,5.0,26.556
31,2.27685,2.8025,3.9753,24.123
32,2.3503,3.4444,4.0494,20.889
33,2.42375,4.8889,3.5556,16.556
34,2.4972,9.1358,5.7654,14.827
35,2.57064,2.4691,3.1481,14.593
36,2.64409,6.617e-24,3.0,6.0
