,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,2.3334,2.0,21.417
1,0.07345,5.0311,1.9063,18.468
2,0.14689,8.7914,0.3542,20.458
3,0.22034,4.4793,0.3749,19.823
4,0.29379,5.1252,3.3749,16.875
5,0.36723,4.646,5.0209,15.188
6,0.44068,10.3748,5.3125,16.812
7,0.51413,29.6561,16.0623,33.062
8,0.58758,74.6659,17.6666,53.666
9,0.66102,73.2187,18.6038,96.26
10,0.73447,69.3128,27.3124,123.437
11,0.80792,44.1877,24.5833,156.479
12,0.88136,28.6667,19.4167,198.542
13,0.95481,14.6875,10.125,193.469
14,1.02826,7.0625,10.0417,191.146
15,1.1017,4.8125,9.6354,172.01
16,1.17515,4.75,8.25,161.25
17,1.2486,3.0312,8.6771,156.135
18,1.32204,1.9167,10.875,136.125
19,1.39549,5.9062,10.125,123.313
20,1.46894,5.6249,7.8333,113.5
21,1.54239,6.0729,13.302,103.323
22,1.61583,5.1249,6.8124,89.812
23,1.68928,1.6249,9.4896,84.636
24,1.76273,2.6666,7.3334,68.834
25,1.83617,3.8752,6.5939,57.969
26,1.90962,3.75,7.3125,53.146
27,1.98307,4.7604,2.1251,45.687
28,2.05651,4.7499,8.625,52.0
29,2.12996,2.3749,6.7291,40.656
30,2.20341,3.229,11.7497,28.333
31,2.27685,3.3435,9.4686,23.781
32,2.3503,0.6665,5.5833,22.334
