,hj_area_px2,tip_coords,base_coords,prot_len_px,prot_angle_rad,prot_angle_deg,edge_len_nonstrt_px,edge_len_strt_px,edge_angle_rad,edge_angle_deg,endpoint_1_coords,endpoint_2_coords,cell_s_lab,cell_r_lab,cell_r_area_px,cell_s_area_px,t_step,um_per_px,um2_per_px2,prot_len_um,edge_len_strt_um,edge_len_nonstrt_um,cell_r_area_um2,cell_s_area_um2,t_sec,t_min
0,28.0,"(292, 409)","(292, 411)",1.5338556619767658,3.141592653589793,180.0,25.686199022033257,26.575364531836623,1.7792615451748843,101.94417718844633,"(280.0, 412.0)","(306.0, 406.5)",14.0,11.0,1934.0,1602.0,0,0.08846580217295011,0.007826198154103544,0.135693771554296,2.3510109413474938,2.272350201258219,15.135867230036254,12.537569442873878,0.0,0.0
1,45.0,"(297, 378)","(298, 376)",1.780861522988341,-0.4636476090008061,-26.56505117707799,30.11463736469797,30.610455730027933,0.6696389456766376,38.36748538486154,"(289.0, 360.5)","(308.0, 384.5)",19.0,11.0,1934.0,1548.0,0,0.08846580217295011,0.007826198154103544,0.1575453431901052,2.707978521036498,2.6641155516155024,15.135867230036254,12.114954742552285,0.0,0.0
2,32.0,"(304, 400)","(306, 400)",1.5555555555555556,-1.5707963267948966,-90.0,22.642002882209063,23.08679276123039,3.054854314913808,175.0302592718897,"(305.0, 407.0)","(307.0, 384.0)",24.0,11.0,1934.0,1976.0,0,0.08846580217295011,0.007826198154103544,0.1376134700468113,2.0423916412229044,2.003042947776873,15.135867230036254,15.464567552508603,0.0,0.0
3,58.0,"(318, 500)","(318, 503)",2.369758682904871,3.141592653589793,180.0,45.60633048871544,45.991847103590004,1.7788524635859224,101.92073853992231,"(279.0, 510.0)","(324.0, 500.5)",13.0,12.0,1863.0,2035.0,0,0.08846580217295011,0.007826198154103544,0.20964260283949313,4.068705647434761,4.034600610848884,14.580207161094902,15.926313243600712,0.0,0.0
4,46.0,"(313, 474)","(314, 472)",1.780861522988341,-0.4636476090008061,-26.56505117707799,34.87489350388732,35.4682957019364,0.705568177685211,40.426078740099136,"(303.0, 462.0)","(326.0, 489.0)",23.0,12.0,1863.0,2010.0,0,0.08846580217295011,0.007826198154103544,0.1575453431901052,3.137731230979202,3.0852354295175988,14.580207161094902,15.730658289748122,0.0,0.0
5,24.0,"(322, 500)","(325, 499)",3.236473196698157,-1.2490457723982544,-71.56505117707799,12.897144712938875,13.341664064126334,2.9147938055359073,167.0053832080835,"(323.0, 501.0)","(326.0, 488.0)",28.0,12.0,1863.0,1722.0,0,0.08846580217295011,0.007826198154103544,0.2863171975571546,1.1802810137549578,1.14095625277076,14.580207161094902,13.476713221366301,0.0,0.0
6,109.0,"(284, 511)","(282, 508)",3.2274813381528746,0.5880026035475675,33.690067525979785,45.60633048871544,45.991847103590004,1.7788524635859224,101.92073853992231,"(279.0, 510.0)","(324.0, 500.5)",12.0,13.0,2035.0,1863.0,0,0.08846580217295011,0.007826198154103544,0.2855217255779205,4.068705647434761,4.034600610848884,15.926313243600712,14.580207161094902,0.0,0.0
7,64.0,"(335, 533)","(335, 535)",1.5555555555555556,3.141592653589793,180.0,49.61723135575362,50.331401728940556,1.8013181658382653,103.20792846277911,"(288.0, 546.0)","(337.0, 534.5)",17.0,13.0,2035.0,1761.0,0,0.08846580217295011,0.007826198154103544,0.1376134700468113,4.452607828439734,4.389428173487596,15.926313243600712,13.78193494937634,0.0,0.0
8,39.0,"(323, 503)","(325, 502)",1.8597332861387115,-1.1071487177940904,-63.43494882292201,26.05089473359988,26.90724809414742,0.7328151017865066,41.98721249581666,"(323.0, 500.0)","(341.0, 520.0)",28.0,13.0,2035.0,1722.0,0,0.08846580217295011,0.007826198154103544,0.16452279698599767,2.3803712869153344,2.3046132999309945,15.926313243600712,13.476713221366301,0.0,0.0
9,24.0,"(337, 522)","(339, 523)",1.9032054665778153,-2.0344439357957027,-116.56505117707799,16.498223974130344,16.76305461424021,2.838707785214822,162.6459753637387,"(336.0, 535.0)","(341.0, 519.0)",34.0,13.0,2035.0,1612.0,0,0.08846580217295011,0.007826198154103544,0.1683685983007502,1.482957073317733,1.4595286183004377,15.926313243600712,12.615831424414912,0.0,0.0
10,63.0,"(297, 412)","(296, 409)",2.8263635157347458,0.3217505543966422,18.43494882292201,25.686199022033257,26.575364531836623,1.7792615451748843,101.94417718844633,"(280.0, 412.0)","(306.0, 406.5)",11.0,14.0,1602.0,1934.0,0,0.08846580217295011,0.007826198154103544,0.25003651565183377,2.3510109413474938,2.272350201258219,12.537569442873878,15.135867230036254,0.0,0.0
11,43.0,"(328, 436)","(329, 438)",1.760634001299805,-2.677945044588987,-153.434948822922,32.49584897583741,33.32041416309227,2.0210219230556117,115.79602649449996,"(304.0, 450.0)","(334.0, 435.5)",23.0,14.0,1602.0,2010.0,0,0.08846580217295011,0.007826198154103544,0.15575589925795813,2.947717167672886,2.8747713469384957,12.537569442873878,15.730658289748122,0.0,0.0
12,45.0,"(313, 415)","(314, 413)",1.7805970519132128,-0.4636476090008061,-26.56505117707799,32.92903174784718,34.39840112563373,1.0029522825314567,57.46493284206499,"(305.0, 406.0)","(334.0, 424.5)",24.0,14.0,1602.0,1976.0,0,0.08846580217295011,0.007826198154103544,0.15752194654429247,3.043082149046098,2.9130932083518424,12.537569442873878,15.464567552508603,0.0,0.0
13,9.0,"(332, 433)","(333, 432)",1.118621908772469,-0.7853981633974483,-45.0,12.036796290982291,12.0,0.0,0.0,"(333.0, 424.0)","(333.0, 436.0)",32.0,14.0,1602.0,1573.0,0,0.08846580217295011,0.007826198154103544,0.09895978448779308,1.0615896260754014,1.064844839474139,12.537569442873878,12.310609696404875,0.0,0.0
