,hj_area_px2,tip_coords,base_coords,prot_len_px,prot_angle_rad,prot_angle_deg,edge_len_nonstrt_px,edge_len_strt_px,edge_angle_rad,edge_angle_deg,endpoint_1_coords,endpoint_2_coords,cell_s_lab,cell_r_lab,cell_r_area_px,cell_s_area_px,t_step,um_per_px,um2_per_px2,prot_len_um,edge_len_strt_um,edge_len_nonstrt_um,cell_r_area_um2,cell_s_area_um2,t_sec,t_min
0,56.0,"(268, 359)","(271, 355)",4.701792361447903,-0.6435011087932844,-36.86989764584402,32.19518275034928,33.01893396219811,1.0121970114513341,57.9946167919165,"(252.0, 341.0)","(280.0, 358.5)",11.0,5.0,3347.0,2218.0,0,0.08846580217295011,0.007826198154103544,0.4159478329061381,2.9210464798615217,2.8481726681143753,26.19428522178456,17.35850750580166,0.0,0.0
1,36.0,"(278, 410)","(279, 412)",1.780861522988341,-2.677945044588987,-153.434948822922,24.183811106553932,25.30316185775999,2.4822825852569355,142.22431569404534,"(272.5, 421.0)","(288.0, 401.0)",13.0,5.0,3347.0,3253.0,0,0.08846580217295011,0.007826198154103544,0.1575453431901052,2.238464511258732,2.1394402491403937,26.19428522178456,25.458622595298827,0.0,0.0
2,70.0,"(278, 372)","(281, 372)",2.5185026874797196,-1.5707963267948966,-90.0,44.491374468426,44.81350242951336,0.1908311027212619,10.933816785755786,"(279.0, 358.0)","(287.5, 402.0)",16.0,5.0,3347.0,2052.0,0,0.08846580217295011,0.007826198154103544,0.22280136052262406,3.9644624406063484,3.935965132126418,26.19428522178456,16.05935861222047,0.0,0.0
3,18.0,"(284, 455)","(285, 454)",1.1481046225022713,-0.7853981633974483,-45.0,16.49449600631365,17.67059704707229,1.1324597669369387,64.88516511385544,"(276.0, 449.0)","(292.0, 456.5)",13.0,6.0,2465.0,3253.0,0,0.08846580217295011,0.007826198154103544,0.10156799640813549,1.5632435426442137,1.459198820637059,19.291578449865234,25.458622595298827,0.0,0.0
4,28.0,"(294, 489)","(295, 491)",1.9615036226376776,-2.677945044588987,-153.434948822922,20.748079592688725,21.2602916254693,2.4227626539681686,138.81407483429035,"(283.0, 505.0)","(297.0, 489.0)",18.0,6.0,2465.0,2561.0,0,0.08846580217295011,0.007826198154103544,0.17352599144178976,1.8808087530779949,1.835495504715424,19.291578449865234,20.042893472659177,0.0,0.0
5,60.0,"(293, 487)","(295, 485)",2.6179438518564213,-0.7853981633974483,-45.0,34.65772343012145,34.52535300326414,0.1746721990082397,10.007979801441337,"(291.0, 456.0)","(297.0, 490.0)",19.0,6.0,2465.0,2140.0,0,0.08846580217295011,0.007826198154103544,0.23159850289822118,3.054313048738034,3.066023304733942,19.291578449865234,16.748064049781583,0.0,0.0
6,55.0,"(298, 264)","(299, 266)",1.780861522988341,-2.677945044588987,-153.434948822922,42.907523239198724,43.01162633521314,2.191045812777718,125.53767779197437,"(278.0, 280.0)","(313.0, 255.0)",15.0,8.0,2803.0,2559.0,0,0.08846580217295011,0.007826198154103544,0.1575453431901052,3.8050580265078167,3.7958484626102136,21.936833425952234,20.02724107635097,0.0,0.0
7,69.0,"(289, 214)","(291, 214)",1.5541784866540105,-1.5707963267948966,-90.0,50.14953778226837,51.0,0.4899573262537283,28.072486935852957,"(289.0, 211.0)","(313.0, 256.0)",20.0,8.0,2803.0,3466.0,0,0.08846580217295011,0.007826198154103544,0.13749164654178866,4.5117559108204555,4.436519088511041,21.936833425952234,27.12560280212288,0.0,0.0
8,67.0,"(256, 341)","(254, 343)",2.5720840197777948,2.356194490192345,135.0,32.19518275034928,33.01893396219811,1.0121970114513341,57.9946167919165,"(252.0, 341.0)","(280.0, 358.5)",5.0,11.0,2218.0,3347.0,0,0.08846580217295011,0.007826198154103544,0.2275414760658687,2.9210464798615217,2.8481726681143753,17.35850750580166,26.19428522178456,0.0,0.0
9,38.0,"(290, 306)","(290, 304)",1.5338556619767658,0.0,0.0,31.446015673335943,31.988279103446626,1.135113453763956,65.03721016919299,"(281.0, 300.0)","(310.0, 313.5)",15.0,11.0,2218.0,2559.0,0,0.08846580217295011,0.007826198154103544,0.135693771554296,2.829868771018623,2.781897001684826,17.35850750580166,20.02724107635097,0.0,0.0
10,49.0,"(283, 353)","(284, 356)",2.840382149318853,-2.819842099193151,-161.565051177078,29.992880004324874,30.26962173533062,1.9605048981377624,112.32865637801915,"(279.0, 359.0)","(307.0, 347.5)",16.0,11.0,2218.0,2052.0,0,0.08846580217295011,0.007826198154103544,0.25127668531722047,2.6778263682877896,2.653344189059635,17.35850750580166,16.05935861222047,0.0,0.0
11,50.0,"(306, 340)","(309, 340)",2.412986051087886,-1.5707963267948966,-90.0,35.013748523151975,35.12833614050059,3.0560873599115888,175.10090754621226,"(306.0, 348.0)","(309.0, 313.0)",23.0,11.0,2218.0,1586.0,0,0.08846580217295011,0.007826198154103544,0.213466746641629,3.1076564356704193,3.0975193501825866,17.35850750580166,12.41235027240822,0.0,0.0
