,hj_area_px2,tip_coords,base_coords,prot_len_px,prot_angle_rad,prot_angle_deg,edge_len_nonstrt_px,edge_len_strt_px,edge_angle_rad,edge_angle_deg,endpoint_1_coords,endpoint_2_coords,cell_s_lab,cell_r_lab,cell_r_area_px,cell_s_area_px,t_step,um_per_px,um2_per_px2,prot_len_um,edge_len_strt_um,edge_len_nonstrt_um,cell_r_area_um2,cell_s_area_um2,t_sec,t_min
0,71.0,"(199, 389)","(200, 386)",2.6745007367025417,-0.3217505543966422,-18.43494882292201,47.32601035082547,46.51881339845203,1.1263771168937977,64.5366549381284,"(188.0, 378.0)","(230.0, 398.0)",14.0,6.0,3724.0,3565.0,0,0.08846580217295011,0.007826198154103544,0.23660185308453638,4.115324143427839,4.186733469331116,29.144761925881596,27.900396419379135,0.0,0.0
1,39.0,"(225, 432)","(225, 434)",1.5555555555555556,3.141592653589793,180.0,28.48119434104873,29.34706118165838,1.9734509803467695,113.07041224982466,"(202.0, 445.0)","(229.0, 433.5)",15.0,6.0,3724.0,3209.0,0,0.08846580217295011,0.007826198154103544,0.1376134700468113,2.5962113088540537,2.5196117042245634,29.144761925881596,25.11426987651827,0.0,0.0
2,60.0,"(225, 424)","(228, 424)",2.5185185185185177,-1.5707963267948966,-90.0,36.93721307929863,37.05401462729781,3.087591153213825,176.9059419410829,"(228.0, 434.0)","(230.0, 397.0)",20.0,6.0,3724.0,2698.0,0,0.08846580217295011,0.007826198154103544,0.22280276102817057,3.2780131277321276,3.267680185093338,29.144761925881596,21.11508261977136,0.0,0.0
3,45.0,"(218, 265)","(218, 267)",1.5555504746930704,3.141592653589793,180.0,36.12886726447519,37.26258176777342,1.7734549959423727,101.6114864238885,"(200.5, 272.0)","(237.0, 264.5)",12.0,11.0,2959.0,3011.0,0,0.08846580217295011,0.007826198154103544,0.1376130205642358,3.296464187121221,3.196169224151835,23.157720337992387,23.56468264200577,0.0,0.0
4,42.0,"(248, 238)","(250, 238)",1.519912175733072,-1.5707963267948966,-90.0,32.899557371545995,33.12099032335839,2.6374266921106404,151.1134182330893,"(236.0, 265.0)","(252.0, 236.0)",22.0,11.0,2959.0,2785.0,0,0.08846580217295011,0.007826198154103544,0.13446024985866012,2.9300749777184185,2.9104857340088106,23.157720337992387,21.79596185917837,0.0,0.0
5,28.0,"(244, 225)","(247, 225)",2.401544929363484,-1.5707963267948966,-90.0,17.407091442046628,18.200274723201296,0.36520144978817304,20.924501744921166,"(245.5, 220.0)","(252.0, 237.0)",24.0,11.0,2959.0,2705.0,0,0.08846580217295011,0.007826198154103544,0.2124545986305214,1.6101019031560702,1.5399323079185498,23.157720337992387,21.169866006850086,0.0,0.0
6,79.0,"(202, 273)","(203, 270)",3.5170223316491382,-0.3217505543966422,-18.43494882292201,36.12886726447519,37.26258176777342,1.7734549959423727,101.6114864238885,"(200.5, 272.0)","(237.0, 264.5)",11.0,12.0,3011.0,2959.0,0,0.08846580217295011,0.007826198154103544,0.3111362018295204,3.296464187121221,3.196169224151835,23.56468264200577,23.157720337992387,0.0,0.0
7,48.0,"(235, 320)","(235, 323)",2.5185185185185177,3.141592653589793,180.0,38.252877589483155,39.42714800743264,1.7880897577179178,102.4499965078066,"(198.5, 331.0)","(237.0, 322.5)",14.0,12.0,3011.0,3565.0,0,0.08846580217295011,0.007826198154103544,0.22280276102817057,3.48795427586916,3.3840715013772935,23.56468264200577,27.900396419379135,0.0,0.0
8,32.0,"(236, 267)","(238, 266)",1.8597332861387115,-1.1071487177940904,-63.43494882292201,22.137340503244992,22.80350850198276,0.6610431688506869,37.874983651098205,"(236.0, 264.0)","(250.0, 282.0)",22.0,12.0,3011.0,2785.0,0,0.08846580217295011,0.007826198154103544,0.16452279698599767,2.017330671985593,1.9583975855953073,23.56468264200577,21.79596185917837,0.0,0.0
9,60.0,"(237, 317)","(238, 319)",1.780861522988341,-2.677945044588987,-153.434948822922,44.60240194412904,44.27188724235731,2.819842099193151,161.565051177078,"(236.0, 323.0)","(250.0, 281.0)",23.0,12.0,3011.0,3588.0,0,0.08846580217295011,0.007826198154103544,0.1575453431901052,3.9165480186055355,3.945787266827725,23.56468264200577,28.080398976923515,0.0,0.0
10,33.0,"(234, 499)","(234, 497)",1.5555555555555556,0.0,0.0,27.11909201886632,28.217902119044926,1.446441332248135,82.8749836510982,"(216.0, 493.5)","(244.0, 497.0)",15.0,13.0,3591.0,3209.0,0,0.08846580217295011,0.007826198154103544,0.1376134700468113,2.496319346599098,2.399112229651058,28.103877571385826,25.11426987651827,0.0,0.0
11,72.0,"(258, 520)","(261, 520)",2.360219233393538,-1.5707963267948966,-90.0,46.94097914246492,46.04345773288535,0.6000502134017536,34.38034472384487,"(243.0, 497.0)","(269.0, 535.0)",26.0,13.0,3591.0,3305.0,0,0.08846580217295011,0.007826198154103544,0.2087986877861847,4.073271423156025,4.152671374621879,28.103877571385826,25.86558489931221,0.0,0.0
12,37.0,"(253, 554)","(255, 555)",1.9420325980880242,-2.0344439357957027,-116.56505117707799,26.609258811322178,27.735356496717326,2.5485900917082676,146.02345596374315,"(253.5, 557.0)","(269.0, 534.0)",28.0,13.0,3591.0,2716.0,0,0.08846580217295011,0.007826198154103544,0.17180347163587548,2.4536305610348417,2.3540094259712574,28.103877571385826,21.255954186545225,0.0,0.0
13,101.0,"(230, 394)","(229, 397)",2.823031424104419,2.819842099193151,161.565051177078,47.32601035082547,46.51881339845203,1.1263771168937977,64.5366549381284,"(188.0, 378.0)","(230.0, 398.0)",6.0,14.0,3565.0,3724.0,0,0.08846580217295011,0.007826198154103544,0.24974173949284315,4.115324143427839,4.186733469331116,27.900396419379135,29.144761925881596,0.0,0.0
