,condition,sample_num,cell_a,cell_b,edge_angle_rad,mean_intensity,mean_int_minus_bkgd,mean_int_no_verts,mean_int_no_verts_minus_bkgd
0,fat2N1032,01,11,6,0.9031307382015419,6.079918032786885,2.306326316444401,3.647887323943662,-0.12570439239882258
1,fat2N1032,01,14,9,1.219351532791345,4.5,0.7264082836575154,3.7992700729927007,0.025678356650216116
2,fat2N1032,01,14,11,1.4382447944982224,4.704545454545454,0.9309537382029696,3.401315789473684,-0.3722759268688005
3,fat2N1032,01,18,9,0.8358603374143042,6.041248606465998,2.2676568901235132,6.087813620071684,2.3142219037292
4,fat2N1032,01,21,13,0.8702999568471701,4.714452214452215,0.9408604981097302,4.278210116731517,0.5046184003890328
5,fat2N1032,01,21,17,0.8960553845713439,6.4974358974358974,2.723844181093413,5.465189873417722,1.6915981570752372
6,fat2N1032,01,23,11,0.40024065703397416,10.551587301587302,6.777995585244818,,
7,fat2N1032,01,23,14,0.4492601126118805,6.325980392156863,2.5523886758143783,5.49895178197065,1.7253600656281654
8,fat2N1032,01,26,18,0.9707461133931431,4.508810572687224,0.7352188563447397,4.130357142857143,0.3567654265146585
9,fat2N1032,01,27,9,0.1711486054161817,4.407599309153714,0.634007592811229,3.636734693877551,-0.13685702246493348
10,fat2N1032,01,27,14,0.5785242144177053,5.194630872483222,1.4210391561407372,2.9,-0.8735917163424847
11,fat2N1032,01,27,18,0.9633517288072486,4.945619335347432,1.1720276190049477,4.832335329341317,1.0587436129988328
12,fat2N1032,01,27,23,1.4486011561035415,6.494178525226391,2.7205868088839065,6.163716814159292,2.3901250978168074
13,fat2N1032,01,32,17,0.14358339364646833,6.157718120805369,2.3841264044628847,4.42023346303502,0.6466417466925352
14,fat2N1032,01,32,21,1.202924656383743,4.8879184861717615,1.114326769829277,5.104225352112676,1.3306336357701918
15,fat2N1032,01,32,30,1.5613626443888957,5.8779803646563815,2.104388648313897,5.603626943005182,1.8300352266626971
16,fat2N1032,01,34,13,0.26396372362570464,5.855334538878843,2.0817428225363583,5.23943661971831,1.4658449033758254
17,fat2N1032,01,34,21,1.2627435457711202,5.524486571879937,1.7508948555374522,4.489051094890511,0.7154593785480268
18,fat2N1032,01,36,18,0.12750955821523835,3.7068345323741005,-0.06675718396838404,2.4355555555555557,-1.3380361607869289
19,fat2N1032,01,36,26,0.7748722363657228,3.98744769874477,0.21385598240228543,3.4027777777777777,-0.3708139385647069
20,fat2N1032,01,36,27,1.0636978224025597,4.945121951219512,1.1715302348770278,5.1846473029045645,1.41105558656208
21,fat2N1032,01,38,36,1.4541408913538272,4.467213114754099,0.6936213984116142,4.688336520076482,0.9147448037339974
22,fat2N1032,01,38,26,0.20539538918976738,3.7027363184079602,-0.07085539793452433,3.222689075630252,-0.5509026407122324
23,fat2N1032,01,41,23,0.09347678115858947,6.0963302752293576,2.322738558886873,5.134969325153374,1.3613776088108898
24,fat2N1032,01,41,27,0.7720656201033025,6.991525423728813,3.2179337073863286,7.077956989247312,3.3043652729048274
25,fat2N1032,01,49,30,0.3729877218000608,7.044025157232705,3.27043344089022,4.885298869143781,1.111707152801296
26,fat2N1032,01,50,36,0.7704738984073631,3.920965971459934,0.1473742551174495,3.9316987740805605,0.15810705773807587
27,fat2N1032,01,50,41,1.2047398109474783,4.605790645879733,0.832198929537248,3.4310344827586206,-0.34255723358386403
28,fat2N1032,01,50,27,0.22347660114063303,3.9106029106029108,0.13701119426042618,3.218543046357616,-0.5550486699848687
29,fat2N1032,01,53,38,0.9770466600841254,5.1321160042964555,1.358524287953971,4.5641891891891895,0.7905974728467049
30,fat2N1032,01,55,41,0.6724785026448457,7.795302013422819,4.021710297080334,7.295900178253119,3.522308461910635
31,fat2N1032,01,56,32,0.5769329450174605,5.772316950852558,1.998725234510073,5.36906584992343,1.5954741335809457
32,fat2N1032,01,56,49,1.4858945333451747,8.482704402515724,4.709112686173239,5.379421221864952,1.6058295055224674
33,fat2N1032,01,56,30,0.4636476090008061,6.912457912457913,3.138866196115428,4.67741935483871,0.9038276384962254
34,fat2N1032,01,61,36,0.3523087246741417,4.329411764705882,0.5558200483633975,4.194285714285714,0.42069399794322937
35,fat2N1032,01,61,38,0.3512204781706161,4.232456140350878,0.458864424008393,3.8128249566724435,0.039233240329958896
36,fat2N1032,01,61,50,1.3854483767992019,4.676789587852495,0.9031978715100104,4.6,0.8264082836575151
37,fat2N1032,01,61,53,1.3334220798217258,6.162393162393163,2.388801446050678,5.945736434108527,2.1721447177660425
38,fat2N1032,01,62,41,0.3129012278803845,5.598837209302325,1.8252454929598407,3.861271676300578,0.08767995995809352
39,fat2N1032,01,62,50,1.1991955666574972,5.298728813559322,1.5251370972168372,4.13810316139767,0.36451144505518585
40,fat2N1032,01,62,55,0.8669777099339174,5.8721704394141145,2.09857872307163,5.4775413711583925,1.7039496548159079
41,fat2N1032,01,66,53,0.8818719385800352,5.847141190198366,2.0735494738558815,5.073643410852713,1.3000516945102287
42,fat2N1032,01,71,49,0.6251085342329235,6.290488431876606,2.5168967155341218,5.585585585585585,1.8119938692431008
43,fat2N1032,01,71,56,0.7853981633974483,7.0984009840098405,3.324809267667356,6.241525423728813,2.4679337073863286
44,fat2N1032,01,72,55,0.3729877218000608,9.989425981873111,6.215834265530627,14.051671732522797,10.278080016180311
45,fat2N1032,01,72,62,1.1071487177940904,8.442622950819672,4.669031234477187,4.9714285714285715,1.197836855086087
46,fat2N1032,01,74,71,1.0960994437147216,4.456521739130435,0.68293002278795,4.433035714285714,0.6594439979432298
