,condition,sample_num,mean_intensity_0to10,mean_intensity_80to90,lt_over_side_enrichment
0,fat2N1032,5,2.7220559662769426,1.9594279799145637,1.3892095010277599
1,w1118,5,10.648054615920168,7.047429441734787,1.5109132633329432
