,position (um),Ecad intensity,Abi intensity
0,0.0,29.0989,7.6147
1,0.0689,27.3069,7.52002
2,0.1378,27.256,5.70938
3,0.2067,25.6829,5.04882
4,0.2756,25.9627,5.13691
5,0.3445,24.0413,5.18456
6,0.4134,23.6743,3.7878
7,0.4823,26.3339,3.44803
8,0.5512,25.5803,3.59167
9,0.6201,23.7741,2.91029
10,0.6889,22.8525,3.03894
11,0.7578,21.1904,3.08933
12,0.8267,25.5853,3.21155
13,0.8956,27.2983,2.96119
14,0.9645,26.6703,2.85457
15,1.0334,24.5679,3.625
16,1.1023,23.9589,4.47733
17,1.1712,21.5317,4.7475
18,1.2401,19.6138,3.89761
19,1.309,15.0771,4.17624
20,1.3779,13.6335,4.1736
21,1.4468,14.6955,3.11989
22,1.5157,16.5032,2.72356
23,1.5846,14.4199,2.77516
24,1.6535,11.7351,2.56173
25,1.7224,11.4271,2.88264
26,1.7913,11.78,2.24604
27,1.8602,10.7746,2.27868
28,1.929,12.043,2.81733
29,1.9979,12.8992,2.55712
30,2.0668,13.9388,2.65934
31,2.1357,17.1742,2.65618
32,2.2046,18.4552,2.35192
33,2.2735,15.9098,1.93292
34,2.3424,16.1839,2.46666
35,2.4113,15.1203,2.4283
36,2.4802,11.7778,3.22414
37,2.5491,13.8876,3.2045
38,2.618,15.3757,3.53176
39,2.6869,14.7855,3.91418
40,2.7558,15.3861,3.64015
41,2.8247,21.4739,2.9445
42,2.8936,21.2559,2.64193
43,2.9625,19.6361,3.03996
44,3.0314,18.7987,1.8771
45,3.1003,14.1465,1.62539
46,3.1691,12.9971,2.17311
47,3.238,15.7684,2.54591
48,3.3069,15.2673,3.17684
49,3.3758,14.7586,2.62153
50,3.4447,13.9051,2.80858
51,3.5136,15.3777,2.27045
52,3.5825,15.8844,1.1945
53,3.6514,15.0034,1.49496
54,3.7203,13.1099,1.40153
55,3.7892,12.3851,1.70545
56,3.8581,13.9058,1.85849
57,3.927,12.0729,1.17471
58,3.9959,11.8355,1.20289
59,4.0648,9.2655,1.05808
60,4.1337,7.3924,0.80083
61,4.2026,7.9256,0.82076
62,4.2715,7.1541,0.82234
63,4.3404,9.3809,1.82702
64,4.4092,12.0954,2.18793
65,4.4781,11.9577,2.15335
66,4.547,10.9861,2.99604
67,4.6159,13.0886,3.98421
68,4.6848,14.3111,4.28979
69,4.7537,13.7107,4.7855
70,4.8226,13.5052,4.47693
71,4.8915,14.7445,4.96654
72,4.9604,11.3619,4.61456
73,5.0293,8.8908,3.91814
74,5.0982,10.3312,3.9223
75,5.1671,10.9656,3.78841
76,5.236,8.7689,3.72391
77,5.3049,7.641,3.94931
78,5.3738,7.0832,2.66479
79,5.4427,6.4582,2.90397
80,5.5116,6.4461,1.75927
81,5.5805,5.8608,1.61476
82,5.6493,4.852,1.1346
83,5.7182,3.9767,1.40372
84,5.7871,4.3914,1.06511
85,5.856,4.0396,0.65718
86,5.9249,5.669,0.67366
87,5.9938,6.626,1.02969
88,6.0627,6.1918,1.46399
89,6.1316,6.6842,1.22781
90,6.2005,10.9183,1.55324
91,6.2694,12.9637,1.12086
92,6.3383,13.9768,0.94258
93,6.4072,13.5075,1.15425
94,6.4761,12.8535,0.88538
95,6.545,11.2206,0.93728
96,6.6139,9.8078,1.20332
97,6.6828,8.5689,1.26681
98,6.7517,7.222,1.30766
99,6.8206,6.3056,1.3769
100,6.8894,7.0929,2.10174
101,6.9583,8.7307,3.82294
102,7.0272,9.9125,4.54711
103,7.0961,9.8946,4.67778
104,7.165,10.7223,4.06868
105,7.2339,11.8802,2.80929
106,7.3028,11.0875,1.40469
107,7.3717,12.905,1.46165
108,7.4406,15.093,1.46264
109,7.5095,14.682,1.58643
110,7.5784,16.7013,2.12312
111,7.6473,19.1005,1.85738
112,7.7162,19.3463,1.89603
113,7.7851,15.5579,1.99281
114,7.854,14.8446,2.34029
115,7.9229,10.9472,2.36866
116,7.9918,13.4888,2.31129
117,8.0607,13.5463,1.73603
118,8.1296,11.8323,2.31924
119,8.1984,11.8573,1.75494
120,8.2673,10.3128,2.21564
121,8.3362,11.2042,1.74602
122,8.4051,9.0598,1.81896
123,8.474,8.2024,1.68659
124,8.5429,10.2416,2.30653
125,8.6118,10.6869,1.87464
126,8.6807,10.7143,1.3324
127,8.7496,11.6646,1.50385
128,8.8185,14.4133,1.56566
129,8.8874,16.7309,1.30542
130,8.9563,13.9697,1.78896
131,9.0252,15.3798,1.38238
132,9.0941,14.0692,1.12821
133,9.163,13.8017,1.20828
134,9.2319,11.7819,2.07885
135,9.3008,10.6872,2.1368
136,9.3697,13.3341,2.71665
137,9.4385,14.3441,2.24256
138,9.5074,11.9199,2.2839
139,9.5763,10.3315,2.18608
140,9.6452,11.663,1.82702
141,9.7141,11.6858,1.68579
142,9.783,14.3022,2.3241
143,9.8519,12.9917,3.64385
144,9.9208,15.1382,3.86419
145,9.9897,14.9412,3.93948
146,10.0586,12.8028,4.22206
147,10.1275,14.3811,3.1854
148,10.1964,15.3072,3.57357
149,10.2653,16.0978,4.17404
150,10.3342,21.4066,4.6032
151,10.4031,17.4712,5.26334
152,10.472,16.5413,4.31137
153,10.5409,16.2209,3.41348
154,10.6098,15.6897,2.44708
155,10.6786,15.1343,2.05366
156,10.7475,15.321,2.21122
157,10.8164,15.9264,1.67494
158,10.8853,15.4128,1.82192
159,10.9542,15.0683,2.21684
160,11.0231,15.0711,2.57569
161,11.092,15.3126,1.89255
162,11.1609,12.0472,2.51392
163,11.2298,11.7092,2.98037
164,11.2987,10.8485,3.00766
165,11.3676,9.0936,3.76901
166,11.4365,8.1845,2.80885
167,11.5054,6.2505,2.17566
168,11.5743,4.2649,1.48588
169,11.6432,4.2863,1.51225
170,11.7121,3.9792,1.28801
171,11.781,3.1743,1.36348
172,11.8499,4.7637,0.90332
173,11.9187,6.9884,1.09867
174,11.9876,4.8564,1.68066
175,12.0565,5.3985,2.2535
176,12.1254,5.9355,2.43185
177,12.1943,7.2549,2.87287
178,12.2632,10.1269,3.88294
179,12.3321,11.5983,3.68407
180,12.401,10.8832,4.09338
181,12.4699,9.9855,2.92658
182,12.5388,7.6193,2.01005
183,12.6077,6.0501,1.91308
184,12.6766,4.3509,1.86092
185,12.7455,4.4334,1.41343
186,12.8144,7.632,1.63965
187,12.8833,9.087,1.0221
188,12.9522,10.7673,1.13489
