,position (um),Ecad intensity,Abi intensity
0,0.0,9.7315,1.51093
1,0.0689,10.1988,2.08649
2,0.1378,13.1004,2.05675
3,0.2067,15.0145,3.19301
4,0.2756,15.9404,3.23671
5,0.3445,16.1045,2.93746
6,0.4134,11.6209,1.99219
7,0.4823,11.4004,1.11889
8,0.5512,9.4586,0.80798
9,0.6201,7.8933,0.69054
10,0.6889,9.7856,0.81678
11,0.7578,8.2597,0.63664
12,0.8267,6.6948,0.93677
13,0.8956,5.0329,0.97203
14,0.9645,5.045,0.52376
15,1.0334,3.9982,0.8276
16,1.1023,4.3017,0.69034
17,1.1712,4.6069,0.64203
18,1.2401,4.4342,0.48429
19,1.309,4.8203,1.01078
20,1.3779,3.9124,1.16504
21,1.4468,3.5864,1.236
22,1.5157,4.1314,1.32217
23,1.5846,5.2325,0.64896
24,1.6535,4.7906,0.42219
25,1.7224,3.9859,0.73648
26,1.7913,5.5421,0.73559
27,1.8602,6.1418,0.82017
28,1.929,4.8503,0.88456
29,1.9979,4.9479,1.0144
30,2.0668,4.4838,0.99834
31,2.1357,6.6031,0.77019
32,2.2046,6.1849,1.16066
33,2.2735,5.7519,1.02819
34,2.3424,5.8594,0.88465
35,2.4113,5.3194,1.22925
36,2.4802,6.24,1.0361
37,2.5491,6.0907,1.68195
38,2.618,7.1126,2.11266
39,2.6869,7.3117,2.01398
40,2.7558,9.4017,1.49054
41,2.8247,11.1817,2.4075
42,2.8936,10.657,2.42161
43,2.9625,10.8971,2.5833
44,3.0314,9.5307,2.55087
45,3.1003,9.9882,1.53089
46,3.1691,8.2919,0.90401
47,3.238,7.9869,0.86399
48,3.3069,7.4574,0.75252
49,3.3758,7.131,1.05046
50,3.4447,10.439,1.6543
51,3.5136,10.2752,1.93802
52,3.5825,9.8945,2.12665
53,3.6514,10.3983,2.57228
54,3.7203,9.6125,3.56838
55,3.7892,10.3152,3.49521
56,3.8581,13.097,4.24122
57,3.927,11.2447,3.76994
58,3.9959,11.0623,2.69794
59,4.0648,10.9621,1.87025
60,4.1337,10.6601,2.45233
61,4.2026,10.094,1.56965
62,4.2715,10.063,1.69773
63,4.3404,9.1089,1.64666
64,4.4092,10.306,1.72836
65,4.4781,9.5218,1.79329
66,4.547,9.7121,1.61203
67,4.6159,11.6775,2.37972
68,4.6848,9.7291,2.46479
69,4.7537,8.8624,2.34896
70,4.8226,7.8886,2.02473
71,4.8915,7.148,1.99309
72,4.9604,6.6909,2.08219
73,5.0293,7.6332,1.63552
74,5.0982,9.6796,1.51086
75,5.1671,11.3457,0.95057
76,5.236,9.8699,0.67819
77,5.3049,11.1652,1.24484
78,5.3738,9.799,1.90159
79,5.4427,9.3653,1.79029
80,5.5116,9.5838,1.74922
81,5.5805,10.0543,1.51855
82,5.6493,9.2195,0.91817
83,5.7182,9.3045,0.99064
84,5.7871,7.9878,1.18024
85,5.856,9.7441,0.92597
86,5.9249,10.9086,1.37193
87,5.9938,10.6736,1.81171
88,6.0627,7.4823,1.83341
89,6.1316,8.1007,1.57633
90,6.2005,9.2001,1.61024
91,6.2694,8.8594,1.38652
92,6.3383,7.6706,1.03931
93,6.4072,7.4034,0.86296
94,6.4761,7.2044,1.25344
95,6.545,7.9869,1.49926
96,6.6139,5.911,2.24487
97,6.6828,5.2013,1.36197
98,6.7517,5.3379,1.70739
99,6.8206,7.0291,1.98982
100,6.8894,8.3357,1.05407
101,6.9583,11.7011,0.99277
102,7.0272,11.8183,1.12532
103,7.0961,9.0364,1.26085
104,7.165,10.4049,1.51878
105,7.2339,8.5694,1.64082
106,7.3028,8.1976,2.21272
107,7.3717,8.7989,1.68863
108,7.4406,8.7866,1.80468
109,7.5095,7.4283,1.8904
