,position (um),Ecad intensity,Abi intensity
0,0.0,21.5121,4.0027
1,0.0689,18.1627,6.4141
2,0.1378,15.6497,6.4832
3,0.2067,15.521,6.4774
4,0.2756,16.185,7.3304
5,0.3445,12.5051,7.0899
6,0.4134,12.6208,7.3687
7,0.4823,10.7856,4.968
8,0.5512,10.6519,4.4206
9,0.6201,10.6379,3.9811
10,0.6889,12.4067,3.7694
11,0.7578,12.7996,3.1746
12,0.8267,14.0875,2.9718
13,0.8956,10.5516,2.5379
14,0.9645,8.908,2.4796
15,1.0334,8.803,2.0417
16,1.1023,9.2215,2.649
17,1.1712,9.332,2.8557
18,1.2401,10.7374,4.3004
19,1.309,10.4173,5.5393
20,1.3779,7.8996,6.2414
21,1.4468,8.9458,7.4553
22,1.5157,8.9837,8.0321
23,1.5846,10.3842,6.2306
24,1.6535,10.1338,5.5584
25,1.7224,12.5699,3.4802
26,1.7913,15.117,2.5647
27,1.8602,12.7602,1.9536
28,1.929,13.2921,2.4148
29,1.9979,13.4472,2.7448
30,2.0668,14.7545,2.2515
31,2.1357,19.0119,2.887
32,2.2046,14.7181,3.5099
33,2.2735,13.6106,4.1365
34,2.3424,12.4548,3.9697
35,2.4113,12.8844,3.3576
36,2.4802,13.2894,2.9845
37,2.5491,13.3157,3.5381
38,2.618,10.4455,3.3788
39,2.6869,9.1413,3.3105
40,2.7558,8.1421,3.2453
41,2.8247,6.735,2.8342
42,2.8936,7.6975,2.3535
43,2.9625,6.3851,2.4126
44,3.0314,6.1733,2.4136
45,3.1003,4.9609,2.9157
46,3.1691,4.6442,2.7431
47,3.238,5.9876,2.96
48,3.3069,5.1312,3.1683
49,3.3758,5.6939,3.7902
50,3.4447,5.364,3.6368
51,3.5136,6.3863,2.5817
52,3.5825,7.2952,2.424
53,3.6514,8.673,2.0313
54,3.7203,10.9482,2.506
55,3.7892,12.6935,4.0875
56,3.8581,13.0025,3.6484
57,3.927,12.4039,4.3086
58,3.9959,14.374,4.6723
59,4.0648,18.568,4.1282
60,4.1337,20.6322,4.8728
61,4.2026,26.0012,6.2692
62,4.2715,30.0555,7.461
63,4.3404,16.923,7.2042
64,4.4092,12.792,4.9466
65,4.4781,11.1647,3.409
66,4.547,8.7944,2.5953
67,4.6159,9.2177,1.677
68,4.6848,8.9923,1.5346
69,4.7537,9.5031,1.609
70,4.8226,9.7192,1.0579
71,4.8915,8.456,1.0104
72,4.9604,10.9787,1.6132
73,5.0293,10.6271,1.5472
74,5.0982,12.965,1.3651
75,5.1671,17.3138,1.2968
76,5.236,19.4051,1.4999
77,5.3049,20.4069,1.6828
78,5.3738,27.436,1.9551
79,5.4427,30.0646,2.3011
80,5.5116,28.3245,1.7164
81,5.5805,24.847,1.749
82,5.6493,22.9354,1.6317
83,5.7182,17.6984,1.6658
84,5.7871,19.7398,1.7535
85,5.856,22.476,1.5535
86,5.9249,23.971,1.5337
87,5.9938,29.0455,2.4134
88,6.0627,28.7941,3.0893
89,6.1316,25.9955,4.0127
90,6.2005,22.6712,4.6237
91,6.2694,17.5762,3.8141
92,6.3383,15.3037,2.4367
93,6.4072,13.2207,2.2791
94,6.4761,13.6162,2.2784
95,6.545,17.6224,3.0126
96,6.6139,17.5195,2.2878
97,6.6828,17.718,2.01
98,6.7517,18.2508,1.7601
99,6.8206,14.1495,1.6561
100,6.8894,12.0512,1.7259
101,6.9583,9.092,0.971
102,7.0272,9.8552,1.302
103,7.0961,10.3649,1.4575
104,7.165,10.986,1.5987
105,7.2339,11.1493,2.5928
106,7.3028,14.8673,2.9945
107,7.3717,14.9636,3.7061
108,7.4406,16.7416,3.5818
109,7.5095,16.0387,2.4712
110,7.5784,14.3007,2.5399
111,7.6473,12.9935,2.1914
112,7.7162,12.6706,1.5227
113,7.7851,15.0031,1.5526
114,7.854,15.4327,1.9416
115,7.9229,13.1291,2.1973
116,7.9918,11.9945,1.8753
117,8.0607,9.2133,2.1294
118,8.1296,8.4678,1.6549
119,8.1984,8.6295,1.8063
120,8.2673,7.0877,2.1315
121,8.3362,10.9838,3.3974
122,8.4051,9.7106,3.4657
123,8.474,8.2105,2.805
124,8.5429,7.4848,2.4689
125,8.6118,8.4962,2.0534
126,8.6807,8.564,1.8862
127,8.7496,6.4837,1.8009
128,8.8185,5.3099,1.3444
129,8.8874,5.2435,0.8587
130,8.9563,4.9819,1.0017
131,9.0252,6.7294,1.5328
132,9.0941,8.0974,1.0846
133,9.163,7.2026,0.7946
134,9.2319,9.3554,1.9661
135,9.3008,9.0804,2.167
136,9.3697,9.8583,1.6639
137,9.4385,10.5648,1.2883
138,9.5074,13.7932,0.9957
139,9.5763,14.6209,1.4225
140,9.6452,14.5956,1.0754
141,9.7141,17.2783,1.0513
142,9.783,18.5077,1.7682
143,9.8519,19.2146,2.6975
144,9.9208,18.9871,2.5162
145,9.9897,14.5162,2.676
146,10.0586,12.9051,2.7032
147,10.1275,12.8864,3.3987
148,10.1964,13.9356,3.1755
149,10.2653,14.4273,3.2898
150,10.3342,15.4737,3.28
151,10.4031,15.9379,3.4651
152,10.472,15.8962,3.1048
153,10.5409,13.8234,3.1077
154,10.6098,14.3791,3.19
155,10.6786,12.6066,3.349
156,10.7475,14.7109,4.1683
157,10.8164,14.538,3.7503
158,10.8853,15.1469,3.0503
159,10.9542,17.3357,3.1858
160,11.0231,20.3259,4.1755
161,11.092,21.1394,4.7444
162,11.1609,24.8564,5.6931
163,11.2298,28.2474,6.898
164,11.2987,25.7835,8.5229
165,11.3676,19.2916,6.8837
166,11.4365,14.1967,3.5178
167,11.5054,11.0584,2.4861
168,11.5743,7.2602,2.2419
169,11.6432,5.6827,2.8577
170,11.7121,5.8219,1.3922
171,11.781,5.3841,1.0978
172,11.8499,5.4642,0.9721
173,11.9187,4.8752,0.7294
174,11.9876,7.0039,1.0831
175,12.0565,7.2209,1.8221
176,12.1254,6.9112,3.6146
177,12.1943,7.1795,4.1942
178,12.2632,6.2593,6.7268
179,12.3321,7.6489,7.5751
180,12.401,8.7938,5.8703
181,12.4699,7.8612,3.8315
182,12.5388,10.4605,3.4747
183,12.6077,9.9771,2.0954
184,12.6766,9.5855,1.7666
