,position (um),Ecad intensity,Abi intensity
0,0.0,21.331,3.71162
1,0.0689,15.1848,4.63773
2,0.1378,14.3212,5.14144
3,0.2067,13.6848,4.43715
4,0.2756,11.7703,3.24524
5,0.3445,10.293,2.22734
6,0.4134,13.7405,2.27922
7,0.4823,13.5554,2.00699
8,0.5512,10.1477,2.34575
9,0.6201,9.9221,3.34998
10,0.6889,9.9113,2.27995
11,0.7578,10.3298,1.86855
12,0.8267,11.0309,1.78748
13,0.8956,9.7821,2.17038
14,0.9645,10.7782,2.28512
15,1.0334,9.0671,1.9762
16,1.1023,10.7671,1.75361
17,1.1712,10.5956,2.3266
18,1.2401,9.1172,2.55574
19,1.309,9.6486,3.0356
20,1.3779,9.1596,2.54202
21,1.4468,7.2134,1.05759
22,1.5157,6.7564,1.04964
23,1.5846,8.7056,1.69693
24,1.6535,9.4262,1.50977
25,1.7224,8.8311,1.94917
26,1.7913,8.981,3.19127
27,1.8602,11.1352,2.97321
28,1.929,12.8918,2.9745
29,1.9979,14.938,2.88471
30,2.0668,15.3588,2.98183
31,2.1357,14.5398,3.57782
32,2.2046,15.057,3.83162
33,2.2735,15.732,3.73366
34,2.3424,12.7831,3.61735
35,2.4113,12.6325,3.69177
36,2.4802,14.2382,3.29054
37,2.5491,14.4922,2.73804
38,2.618,13.3371,2.6223
39,2.6869,13.1572,2.84283
40,2.7558,17.0388,4.48543
41,2.8247,17.4466,3.66411
42,2.8936,16.4264,4.37695
43,2.9625,15.5724,4.25479
44,3.0314,12.9455,3.9856
45,3.1003,11.8447,3.98633
46,3.1691,11.7009,3.73185
47,3.238,9.0363,3.35108
48,3.3069,13.4728,3.69483
49,3.3758,16.5438,2.19694
50,3.4447,14.8772,2.00077
51,3.5136,12.4295,1.91163
52,3.5825,8.1512,1.17838
53,3.6514,8.0285,0.7844
54,3.7203,10.924,0.7683
55,3.7892,12.2163,0.54607
56,3.8581,13.2953,0.87119
57,3.927,11.1274,1.11828
58,3.9959,11.0433,1.16673
59,4.0648,11.0168,1.12201
60,4.1337,9.4692,0.97218
61,4.2026,11.1691,0.9527
62,4.2715,15.3806,0.57647
63,4.3404,12.5017,0.83958
64,4.4092,11.6987,0.53672
65,4.4781,11.284,0.8531
66,4.547,8.4421,1.25861
67,4.6159,10.392,1.81962
68,4.6848,9.2508,0.9025
69,4.7537,8.6805,0.9417
70,4.8226,7.7078,0.94974
71,4.8915,8.18,0.82188
72,4.9604,9.2103,1.54549
73,5.0293,8.8182,1.34087
74,5.0982,8.5085,1.42391
75,5.1671,6.9072,1.20025
76,5.236,7.2316,1.44453
77,5.3049,8.7983,1.48167
78,5.3738,7.9399,2.63955
79,5.4427,8.6071,1.47682
80,5.5116,10.9585,1.4809
81,5.5805,8.8335,1.17528
82,5.6493,8.3238,0.92036
83,5.7182,9.2347,1.19637
84,5.7871,8.7431,1.06153
85,5.856,9.5212,1.92435
86,5.9249,7.7928,2.58073
87,5.9938,9.5631,2.6587
88,6.0627,9.5723,2.42188
89,6.1316,10.6942,2.35525
90,6.2005,9.2358,1.83699
91,6.2694,9.2873,1.62631
92,6.3383,8.8715,2.05072
93,6.4072,10.2742,1.90781
94,6.4761,13.0603,2.20381
95,6.545,14.4568,2.48723
96,6.6139,14.8651,3.07596
97,6.6828,13.9022,3.14892
98,6.7517,12.4326,2.63824
99,6.8206,14.5089,2.66577
100,6.8894,10.9583,2.74729
101,6.9583,10.1142,2.94024
102,7.0272,9.2515,2.57866
103,7.0961,9.8255,1.94749
104,7.165,8.0949,2.03246
105,7.2339,7.1817,1.79564
106,7.3028,7.6914,1.35242
107,7.3717,8.0801,1.25259
108,7.4406,7.8178,1.52033
109,7.5095,7.9287,1.60731
110,7.5784,7.9599,1.82224
111,7.6473,7.6668,2.90094
112,7.7162,6.8184,3.22077
113,7.7851,8.0598,3.21733
114,7.854,7.9482,2.46202
115,7.9229,5.2998,3.84295
116,7.9918,5.309,3.64033
