,position (um),Ecad intensity,Abi intensity
0,0.0,17.5058,3.46582
1,0.0689,16.7347,2.51373
2,0.1378,17.5202,2.9212
3,0.2067,18.1248,3.23857
4,0.2756,20.4253,4.13502
5,0.3445,19.8566,3.486
6,0.4134,21.3484,3.97411
7,0.4823,19.7239,4.5235
8,0.5512,21.0256,4.70892
9,0.6201,23.2788,3.45895
10,0.6889,21.6894,5.30804
11,0.7578,16.5609,5.62998
12,0.8267,11.6107,4.16284
13,0.8956,11.2709,2.97214
14,0.9645,13.274,2.99317
15,1.0334,14.9328,2.77084
16,1.1023,12.5297,2.61945
17,1.1712,13.495,2.59323
18,1.2401,12.8715,3.13686
19,1.309,9.9227,1.76507
20,1.3779,7.2453,1.54792
21,1.4468,10.1955,1.92899
22,1.5157,9.2642,2.22242
23,1.5846,11.6605,2.49604
24,1.6535,11.0173,3.80477
25,1.7224,12.864,3.2607
26,1.7913,15.6776,2.42937
27,1.8602,17.0349,2.25011
28,1.929,14.3337,1.93806
29,1.9979,8.2036,1.67917
30,2.0668,7.6741,2.00976
31,2.1357,5.8825,1.40279
32,2.2046,5.4374,1.22573
33,2.2735,5.9857,1.89028
34,2.3424,7.8137,1.48262
35,2.4113,7.27,1.7218
36,2.4802,7.7083,1.517
37,2.5491,4.8826,1.49803
38,2.618,4.1338,2.29159
39,2.6869,5.9839,1.74066
40,2.7558,5.7641,1.32191
41,2.8247,4.7189,1.51076
42,2.8936,3.4812,1.1822
43,2.9625,5.9255,1.45266
44,3.0314,6.0325,1.49826
45,3.1003,7.0475,1.35393
46,3.1691,7.9758,1.51348
47,3.238,7.3938,1.80587
48,3.3069,8.1682,1.8493
49,3.3758,9.5694,1.89097
50,3.4447,10.1558,1.87236
51,3.5136,11.9954,1.60596
52,3.5825,12.9403,2.09655
53,3.6514,13.1058,1.5926
54,3.7203,13.8193,1.51884
55,3.7892,14.0337,1.16803
56,3.8581,15.4356,1.43127
57,3.927,12.4399,1.01226
58,3.9959,12.2262,1.28966
59,4.0648,11.0196,1.09576
60,4.1337,11.5594,1.24561
61,4.2026,13.5565,1.00541
62,4.2715,11.2348,0.93301
63,4.3404,9.8303,0.71077
64,4.4092,9.966,0.69305
65,4.4781,9.0704,0.80185
66,4.547,7.3114,1.02013
67,4.6159,7.3456,1.40929
68,4.6848,7.1576,1.41299
69,4.7537,7.3682,1.28418
70,4.8226,7.828,1.90568
71,4.8915,8.3097,2.03161
72,4.9604,7.9055,2.05294
73,5.0293,10.1515,1.804
74,5.0982,12.5841,1.27679
75,5.1671,12.7358,1.46071
76,5.236,11.0654,1.3952
