,position (um),Ecad intensity,Abi intensity
0,0.0,23.6956,3.8017
1,0.0689,26.2845,3.3269
2,0.1378,21.5412,3.5153
3,0.2067,19.626,4.2687
4,0.2756,17.5196,5.0722
5,0.3445,14.0333,3.9447
6,0.4134,13.7293,4.3175
7,0.4823,14.2595,3.6825
8,0.5512,12.5819,3.2071
9,0.6201,10.0408,2.7064
10,0.6889,11.3944,1.772
11,0.7578,9.7422,1.9375
12,0.8267,9.4036,3.0416
13,0.8956,10.0467,3.4273
14,0.9645,9.6943,4.269
15,1.0334,8.0484,3.8708
16,1.1023,9.1725,4.3098
17,1.1712,8.2299,3.4132
18,1.2401,7.3562,2.9753
19,1.309,6.1201,1.8217
20,1.3779,6.9463,2.2845
21,1.4468,7.6717,2.3302
22,1.5157,5.5845,1.9118
23,1.5846,5.2196,1.8919
24,1.6535,6.4917,1.4674
25,1.7224,6.7076,1.2603
26,1.7913,6.4962,0.8677
27,1.8602,7.3871,0.9664
28,1.929,8.9468,0.8667
29,1.9979,11.3761,1.2198
30,2.0668,8.5099,1.3369
31,2.1357,9.8058,1.2085
32,2.2046,9.7506,1.5526
33,2.2735,10.3758,1.5254
34,2.3424,13.0352,1.4297
35,2.4113,10.5349,1.4426
36,2.4802,10.1672,1.5807
37,2.5491,10.5767,1.5543
38,2.618,10.2886,1.4439
39,2.6869,10.8449,1.8188
40,2.7558,8.4184,1.8737
41,2.8247,8.5714,1.5675
42,2.8936,8.1256,2.2223
43,2.9625,7.5505,2.9906
44,3.0314,5.9237,3.4563
45,3.1003,5.0255,4.1338
46,3.1691,5.4333,3.9211
47,3.238,6.6763,4.0656
48,3.3069,8.5178,4.7884
49,3.3758,9.8571,3.2441
50,3.4447,9.0824,3.4226
51,3.5136,9.0072,2.9001
52,3.5825,8.0896,2.9122
53,3.6514,9.626,2.9294
54,3.7203,9.8541,1.9576
55,3.7892,7.4434,1.8016
56,3.8581,8.6495,1.5991
57,3.927,11.4021,1.3694
58,3.9959,9.5302,1.7001
59,4.0648,11.2063,1.3597
60,4.1337,10.9868,1.5065
61,4.2026,8.4342,1.034
62,4.2715,9.5786,0.9371
63,4.3404,8.54,1.0487
64,4.4092,8.819,1.0955
65,4.4781,14.2383,1.1781
66,4.547,16.6222,1.4453
67,4.6159,19.4552,1.1048
68,4.6848,21.6342,2.5263
69,4.7537,28.0833,3.0573
70,4.8226,32.573,3.7507
71,4.8915,37.4226,5.0189
72,4.9604,46.3982,6.8976
73,5.0293,43.4225,8.4191
74,5.0982,36.5676,7.9627
75,5.1671,30.4848,6.2338
76,5.236,25.1886,4.9484
77,5.3049,21.4105,4.2872
78,5.3738,21.2803,4.4179
79,5.4427,15.239,4.8074
80,5.5116,14.3702,4.133
81,5.5805,12.2553,4.2049
82,5.6493,10.9042,4.4021
83,5.7182,9.8254,3.5293
84,5.7871,7.6093,3.6233
85,5.856,9.5266,2.8048
86,5.9249,9.4653,2.5763
87,5.9938,8.5326,2.6987
88,6.0627,9.18,2.3751
89,6.1316,9.8778,2.8243
90,6.2005,11.1758,2.41
91,6.2694,11.134,2.5729
92,6.3383,11.8273,2.3523
93,6.4072,9.9718,2.7282
94,6.4761,8.7487,2.0262
95,6.545,9.2404,2.1619
96,6.6139,11.6033,2.1343
97,6.6828,13.4936,1.6161
98,6.7517,12.6039,2.1528
99,6.8206,13.4415,2.4979
100,6.8894,12.394,1.8425
101,6.9583,11.6953,1.7182
102,7.0272,11.59,1.2552
103,7.0961,9.035,1.7662
104,7.165,13.1497,1.5592
105,7.2339,12.5596,2.1146
106,7.3028,10.9676,3.0718
107,7.3717,6.9918,3.5472
108,7.4406,5.1249,3.6234
109,7.5095,6.6167,3.5246
110,7.5784,6.872,3.2265
111,7.6473,7.298,2.5616
112,7.7162,8.4453,1.9402
113,7.7851,9.7953,2.2348
