,position (um),Ecad intensity,Abi intensity
0,0.0,10.3189,1.3608
1,0.0689,9.6949,1.6456
2,0.1378,10.842,1.7551
3,0.2067,12.5319,1.7731
4,0.2756,10.6974,2.088
5,0.3445,10.2296,1.289
6,0.4134,9.7607,1.529
7,0.4823,9.8534,1.1341
8,0.5512,10.8388,1.6746
9,0.6201,9.7948,2.2728
10,0.6889,10.1094,1.6764
11,0.7578,10.5436,2.199
12,0.8267,8.1707,2.1506
13,0.8956,7.1939,2.0192
14,0.9645,7.7394,2.3534
15,1.0334,8.6733,2.1087
16,1.1023,7.9829,1.9072
17,1.1712,9.6582,1.6375
18,1.2401,9.7081,1.7897
19,1.309,10.3747,1.6212
20,1.3779,7.7903,2.2063
21,1.4468,8.9239,1.9044
22,1.5157,8.2302,2.9003
23,1.5846,6.9716,3.2807
24,1.6535,9.1466,2.5305
25,1.7224,8.0446,2.1659
26,1.7913,9.8057,1.3025
27,1.8602,7.9148,1.4443
28,1.929,8.2374,0.6925
29,1.9979,10.169,0.833
30,2.0668,8.8256,0.9617
31,2.1357,9.6563,0.9053
32,2.2046,8.19,1.4852
33,2.2735,8.5723,1.1047
34,2.3424,11.7819,1.4289
35,2.4113,12.1721,1.0088
36,2.4802,13.0753,0.9641
37,2.5491,11.1846,1.6136
38,2.618,9.6697,1.3029
39,2.6869,7.5101,1.7686
40,2.7558,7.3246,1.7251
41,2.8247,6.791,2.4724
42,2.8936,4.7609,3.1816
43,2.9625,6.3258,3.0884
44,3.0314,6.3092,3.6554
45,3.1003,6.4322,3.7178
46,3.1691,4.409,3.587
47,3.238,5.6692,2.57
48,3.3069,5.6987,2.3538
49,3.3758,3.9154,1.739
50,3.4447,3.0729,0.897
51,3.5136,3.4408,1.0327
52,3.5825,4.0088,0.7838
53,3.6514,4.4908,0.6787
54,3.7203,3.5202,0.5012
55,3.7892,3.5986,0.3993
56,3.8581,3.1583,0.4977
57,3.927,3.0091,0.4767
58,3.9959,3.7264,1.166
59,4.0648,5.1528,1.6929
60,4.1337,6.3067,1.8228
61,4.2026,9.7461,2.5064
62,4.2715,12.5396,3.8728
63,4.3404,18.6099,5.0848
64,4.4092,20.7532,6.6784
65,4.4781,25.1175,7.0699
66,4.547,29.5415,7.1569
67,4.6159,24.8103,7.9289
68,4.6848,21.8465,6.986
69,4.7537,23.6631,6.3904
70,4.8226,21.8611,5.4465
71,4.8915,18.4068,4.6701
72,4.9604,19.4693,2.8984
73,5.0293,15.4722,2.756
74,5.0982,17.2839,2.8216
75,5.1671,14.6026,2.6008
76,5.236,13.1156,1.7637
77,5.3049,12.0917,1.8341
78,5.3738,10.9534,1.6083
79,5.4427,12.0192,2.7507
80,5.5116,14.0071,3.1705
81,5.5805,12.3612,2.8336
82,5.6493,14.2381,3.1237
83,5.7182,15.0205,3.1843
84,5.7871,13.3844,2.1877
85,5.856,13.0921,1.7254
86,5.9249,13.1034,1.2937
87,5.9938,15.4963,1.1603
88,6.0627,17.4233,1.1278
89,6.1316,16.3771,1.7422
90,6.2005,16.4308,1.9899
91,6.2694,16.0837,1.5712
92,6.3383,16.7521,1.811
93,6.4072,12.1118,2.0451
94,6.4761,12.0147,0.8192
95,6.545,12.0801,0.7995
96,6.6139,10.8797,0.9197
97,6.6828,9.6182,1.1
98,6.7517,8.4484,0.9663
99,6.8206,8.2838,1.1751
100,6.8894,6.3596,1.2166
101,6.9583,6.5148,1.0362
102,7.0272,6.1677,1.409
103,7.0961,5.9213,0.9682
104,7.165,6.616,1.0141
105,7.2339,8.3201,1.1078
106,7.3028,9.98,0.7921
107,7.3717,9.202,0.8818
108,7.4406,7.55,0.7629
109,7.5095,8.9145,0.7766
110,7.5784,8.7726,1.0521
111,7.6473,9.1042,0.7458
112,7.7162,8.1623,0.771
113,7.7851,7.9737,0.8499
114,7.854,7.407,1.0168
115,7.9229,6.6611,0.8753
116,7.9918,8.6754,0.9915
117,8.0607,8.3062,1.0181
118,8.1296,9.0895,0.9299
119,8.1984,10.6632,0.8679
120,8.2673,9.1594,1.4797
121,8.3362,10.8899,1.2831
122,8.4051,10.3489,0.9467
123,8.474,11.0039,1.0309
124,8.5429,12.089,1.764
125,8.6118,11.5236,0.9945
126,8.6807,11.8074,1.0471
127,8.7496,13.8039,0.5817
128,8.8185,15.0058,0.5305
129,8.8874,15.2118,0.9352
130,8.9563,12.966,0.9091
131,9.0252,11.0106,0.7531
132,9.0941,11.6857,0.6484
133,9.163,11.3924,0.8693
134,9.2319,12.7626,1.187
135,9.3008,13.1536,1.0219
136,9.3697,10.9259,0.8193
137,9.4385,10.8101,1.136
138,9.5074,13.0052,1.3665
139,9.5763,13.6874,1.4945
140,9.6452,13.6151,1.7806
141,9.7141,15.9806,1.9225
142,9.783,19.3372,2.3503
143,9.8519,19.7678,2.3781
144,9.9208,21.944,3.0088
145,9.9897,23.0361,4.2579
146,10.0586,24.5572,4.6988
147,10.1275,23.9528,4.2385
148,10.1964,21.2023,4.3102
149,10.2653,19.1799,3.0614
150,10.3342,17.7073,3.2199
151,10.4031,17.1145,3.5598
152,10.472,19.0424,3.0075
153,10.5409,20.8428,2.7597
154,10.6098,13.8003,1.8779
155,10.6786,11.3818,1.8372
156,10.7475,8.8108,2.8148
157,10.8164,11.5172,2.5945
158,10.8853,9.8201,3.2319
159,10.9542,9.5867,2.2709
160,11.0231,7.8476,1.8213
161,11.092,6.3183,1.9855
162,11.1609,8.2844,1.6167
163,11.2298,8.5107,1.031
164,11.2987,8.6425,0.8909
165,11.3676,9.3447,1.0785
166,11.4365,10.4977,0.9789
167,11.5054,13.5661,1.347
168,11.5743,13.7037,1.1992
169,11.6432,11.3602,1.0245
170,11.7121,11.8286,0.822
171,11.781,11.1927,1.3465
172,11.8499,12.4731,2.0751
173,11.9187,10.6022,1.3926
174,11.9876,11.8662,1.4869
175,12.0565,11.9832,2.1171
176,12.1254,12.4768,2.0383
177,12.1943,13.68,2.0962
178,12.2632,16.689,1.8227
179,12.3321,18.9676,2.2139
180,12.401,20.4786,2.6915
181,12.4699,24.5714,3.2878
182,12.5388,26.9529,3.6577
183,12.6077,28.417,3.73
184,12.6766,29.4832,4.1011
185,12.7455,28.031,5.7165
186,12.8144,20.2433,3.605
187,12.8833,17.4205,2.8338
188,12.9522,15.6689,2.81
189,13.0211,15.4863,2.988
190,13.09,15.2315,3.0369
191,13.1588,16.0883,2.1757
192,13.2277,12.5669,1.5735
193,13.2966,9.7164,2.2406
194,13.3655,10.1258,2.5412
195,13.4344,12.4193,2.7902
196,13.5033,15.4027,2.9976
197,13.5722,16.0249,3.5565
198,13.6411,18.3535,4.6915
199,13.71,23.2642,4.7093
200,13.7789,25.9775,5.2152
201,13.8478,26.8806,5.4771
202,13.9167,26.5287,5.4268
203,13.9856,24.2744,5.4551
204,14.0545,22.5412,4.4512
205,14.1234,22.8926,3.9931
206,14.1923,19.6144,3.6481
207,14.2612,13.7999,2.9369
208,14.3301,9.9682,1.7907
209,14.3989,7.9337,1.1553
210,14.4678,8.0627,1.0142
211,14.5367,9.5197,0.9358
212,14.6056,9.4742,1.3546
213,14.6745,8.6331,1.1459
214,14.7434,7.023,1.3059
215,14.8123,10.275,0.8359
216,14.8812,9.459,1.0077
217,14.9501,8.6654,0.9753
218,15.019,8.2982,0.9125
219,15.0879,7.5119,0.9271
220,15.1568,7.6409,0.6774
221,15.2257,7.4571,0.6218
222,15.2946,7.2755,0.5156
223,15.3635,6.8191,0.6887
224,15.4324,7.484,1.1251
225,15.5013,6.9613,1.3653
226,15.5702,8.0376,1.2576
227,15.6391,9.4851,0.9228
228,15.7079,10.6669,0.8766
229,15.7768,10.4532,0.9445
230,15.8457,9.1117,1.0478
231,15.9146,6.4971,0.9848
232,15.9835,7.7788,0.8812
233,16.0524,9.6286,0.9653
234,16.1213,11.9597,0.6533
235,16.1902,12.5691,1.4797
236,16.2591,11.9162,1.8522
237,16.328,10.2026,2.3331
238,16.3969,10.7087,2.0116
239,16.4658,11.5032,2.0209
240,16.5347,13.9308,1.7238
241,16.6036,13.3746,1.8364
242,16.6725,13.1214,2.362
243,16.7414,14.099,2.7251
244,16.8103,14.7098,3.6723
245,16.8792,12.4263,3.7463
246,16.948,14.3348,4.1231
247,17.0169,12.7594,4.6846
248,17.0858,14.1786,4.9554
249,17.1547,13.1666,5.6494
250,17.2236,12.4906,3.9775
251,17.2925,13.8893,2.8601
252,17.3614,11.7179,3.4448
253,17.4303,10.2087,2.1452
254,17.4992,7.6863,1.1972
255,17.5681,7.3748,1.3779
256,17.637,8.3932,1.4415
257,17.7059,9.4713,1.9145
258,17.7748,10.659,2.2558
259,17.8437,12.8214,2.6073
260,17.9126,13.9161,2.7963
261,17.9815,12.2025,2.581
262,18.0504,9.4616,2.3467
263,18.1193,9.9391,1.6871
264,18.1881,11.2661,1.3281
265,18.257,10.6862,1.1051
266,18.3259,8.1021,1.6861
267,18.3948,7.3711,1.4946
268,18.4637,8.25,1.6343
269,18.5326,9.9453,1.6014
270,18.6015,13.3928,2.2093
271,18.6704,16.6978,1.5593
272,18.7393,16.5844,1.7741
273,18.8082,18.9641,1.67
274,18.8771,16.6739,1.9619
275,18.946,16.365,1.6302
276,19.0149,12.5523,1.7745
277,19.0838,12.6733,1.9536
278,19.1527,18.1445,3.0558
279,19.2216,19.4142,2.5796
280,19.2905,18.1881,2.3946
281,19.3594,18.2015,1.6943
282,19.4282,17.584,1.7385
283,19.4971,15.1223,1.3471
284,19.566,14.9693,0.9105
285,19.6349,15.0804,0.7024
286,19.7038,12.8078,0.9537
287,19.7727,12.7937,0.3462
288,19.8416,12.3438,0.6032
289,19.9105,9.3422,0.9448
290,19.9794,8.1946,0.9861
291,20.0483,6.9715,0.8361
292,20.1172,5.196,0.6908
293,20.1861,9.0337,0.8301
294,20.255,7.611,0.8237
295,20.3239,6.5268,0.6475
296,20.3928,8.88,0.6243
297,20.4617,9.4301,1.2025
298,20.5306,12.1294,1.1892
299,20.5995,13.0645,1.012
300,20.6683,16.8929,1.0947
301,20.7372,17.6635,1.4361
302,20.8061,20.1999,1.7267
303,20.875,19.9188,1.6966
304,20.9439,17.5274,1.161
305,21.0128,18.0137,1.6646
306,21.0817,16.8632,1.5323
307,21.1506,13.4737,2.1928
308,21.2195,12.4085,3.0038
309,21.2884,10.3953,2.9601
310,21.3573,15.1912,4.1156
311,21.4262,17.2782,5.6973
312,21.4951,16.7236,6.2591
313,21.564,15.831,5.5725
314,21.6329,15.1636,4.7287
315,21.7018,10.4129,4.1052
316,21.7707,8.4648,3.3122
317,21.8396,9.4805,2.9006
318,21.9084,10.2892,2.7016
319,21.9773,10.0151,2.8159
320,22.0462,9.6994,2.0934
321,22.1151,11.345,1.979
322,22.184,12.8292,1.7064
323,22.2529,15.5835,2.1802
324,22.3218,17.5104,3.7268
325,22.3907,19.6399,7.8669
326,22.4596,23.5323,10.2978
327,22.5285,24.2689,10.1913
328,22.5974,21.4368,8.0122
329,22.6663,23.0663,5.4295
330,22.7352,18.2778,3.4613
331,22.8041,15.8886,3.008
332,22.873,13.5713,2.3636
333,22.9419,10.6219,1.9501
334,23.0108,9.1147,1.4463
335,23.0797,10.2237,1.5208
336,23.1486,9.9669,1.5454
337,23.2174,10.4589,0.9582
338,23.2863,13.5411,0.9726
339,23.3552,17.1337,1.4926
340,23.4241,15.9451,1.1075
341,23.493,13.8717,1.546
342,23.5619,12.7503,1.2432
343,23.6308,13.488,0.9892
344,23.6997,15.4157,1.4219
345,23.7686,13.3444,1.1815
346,23.8375,13.8293,0.8287
347,23.9064,16.0893,0.7998
348,23.9753,14.7788,1.4526
349,24.0442,16.6276,1.5775
350,24.1131,14.3139,1.9422
351,24.182,12.2397,1.6952
352,24.2509,13.3643,1.9842
353,24.3198,10.4024,1.5942
354,24.3887,11.4895,1.0504
355,24.4575,12.403,0.9049
356,24.5264,13.581,0.8096
357,24.5953,12.1773,1.0043
358,24.6642,12.8349,1.1821
359,24.7331,12.8095,0.7347
360,24.802,12.3792,0.7626
361,24.8709,9.0118,0.8342
362,24.9398,9.0955,0.9927
363,25.0087,8.6047,1.3048
364,25.0776,7.7487,1.5667
365,25.1465,9.0603,1.2003
366,25.2154,10.1842,1.2542
367,25.2843,11.3409,0.9569
368,25.3532,12.6271,1.4633
369,25.4221,10.61,1.6572
370,25.491,8.2369,1.8587
371,25.5599,7.8039,2.5419
372,25.6288,8.5484,2.217
373,25.6976,8.6805,2.7018
374,25.7665,7.1813,2.386
375,25.8354,8.1855,2.149
376,25.9043,10.2108,1.5763
377,25.9732,11.3968,1.7704
378,26.0421,12.5071,1.9133
379,26.111,12.1889,2.1057
380,26.1799,10.0974,3.0362
381,26.2488,7.8904,2.1593
382,26.3177,7.7663,1.9209
383,26.3866,5.528,1.6304
384,26.4555,7.7388,0.9749
385,26.5244,9.8421,1.188
386,26.5933,11.7044,1.1262
387,26.6622,13.0131,1.1634
388,26.7311,13.7437,1.3837
389,26.8,13.1982,1.9432
390,26.8689,16.9623,1.6788
391,26.9377,21.22,2.7869
392,27.0066,22.2425,3.5241
393,27.0755,21.7047,3.1135
394,27.1444,19.599,2.9639
395,27.2133,15.961,3.0314
396,27.2822,15.1606,2.6211
397,27.3511,13.8383,3.4925
398,27.42,14.7381,3.5699
399,27.4889,13.4703,2.1588
400,27.5578,11.76,1.7327
401,27.6267,11.1083,2.5557
402,27.6956,10.1281,2.5232
403,27.7645,12.3324,2.6047
404,27.8334,12.8562,3.2404
405,27.9023,13.6819,2.7197
406,27.9712,12.5939,3.2115
407,28.0401,11.5824,3.4113
408,28.109,12.7876,2.1766
409,28.1778,15.8391,1.7803
410,28.2467,15.0969,2.2224
411,28.3156,11.8645,2.0243
412,28.3845,9.2779,2.414
413,28.4534,9.1169,2.4058
414,28.5223,8.9925,2.3508
415,28.5912,10.2778,1.8198
416,28.6601,11.5288,1.2809
417,28.729,10.2208,1.5051
418,28.7979,9.8283,1.2346
419,28.8668,8.4538,1.2108
420,28.9357,8.0799,0.8798
421,29.0046,8.8083,1.2574
422,29.0735,9.0805,1.4476
423,29.1424,8.4323,1.8865
424,29.2113,10.5908,2.4344
425,29.2802,9.5771,2.4666
426,29.3491,10.0878,1.4563
427,29.4179,9.8087,2.004
428,29.4868,9.9975,1.3718
429,29.5557,8.0697,0.9375
430,29.6246,5.7211,0.7325
431,29.6935,5.7612,0.771
432,29.7624,7.0567,1.0397
433,29.8313,7.626,1.312
434,29.9002,9.8762,1.3958
435,29.9691,10.6961,1.7196
436,30.038,6.6592,1.3666
437,30.1069,6.7011,1.1382
438,30.1758,8.5084,0.4728
439,30.2447,6.1795,0.6948
440,30.3136,7.0652,0.7221
441,30.3825,6.2868,0.4751
442,30.4514,6.8645,0.7884
443,30.5203,5.2638,0.3888
444,30.5892,5.7803,0.3261
445,30.6581,4.8652,0.34
446,30.7269,4.1659,0.4711
447,30.7958,5.1226,0.5941
448,30.8647,4.5486,0.3657
449,30.9336,4.4996,0.5759
450,31.0025,5.0804,0.2876
451,31.0714,5.0068,0.8124
452,31.1403,4.8521,0.9864
453,31.2092,6.4143,0.7907
454,31.2781,7.1459,0.8482
455,31.347,7.6921,1.5501
456,31.4159,8.1902,2.3011
457,31.4848,11.466,2.6856
458,31.5537,15.8094,2.8699
459,31.6226,18.8781,5.4841
460,31.6915,23.5747,7.6945
461,31.7604,25.0765,10.671
462,31.8293,24.7288,10.6098
463,31.8982,26.2012,8.6638
464,31.967,26.4066,5.6234
465,32.0359,22.8165,3.9439
466,32.1048,17.2343,2.8503
467,32.1737,14.9658,1.9614
468,32.2426,17.349,1.6224
469,32.3115,14.4103,1.6091
470,32.3804,12.4068,1.0717
471,32.4493,12.3448,1.6344
472,32.5182,13.4779,1.4799
473,32.5871,13.6277,1.7024
474,32.656,13.2655,1.3926
475,32.7249,10.5819,1.2694
476,32.7938,8.7415,1.1583
477,32.8627,9.2933,0.76
478,32.9316,9.5813,0.4248
479,33.0005,9.3471,0.7961
480,33.0694,8.6552,1.0541
481,33.1383,8.9498,0.9101
482,33.2071,9.092,0.996
483,33.276,9.4701,1.5607
484,33.3449,6.759,1.0728
485,33.4138,9.8237,1.2391
486,33.4827,9.0786,2.4208
487,33.5516,9.796,1.8961
488,33.6205,10.0559,2.161
489,33.6894,12.3702,1.9407
490,33.7583,11.4058,2.6361
491,33.8272,11.4896,2.6286
492,33.8961,9.3861,2.6073
493,33.965,9.3821,2.0867
494,34.0339,12.1747,1.2694
495,34.1028,12.7782,0.8941
496,34.1717,11.9003,1.4328
497,34.2406,12.4949,1.6958
498,34.3095,11.7631,1.9265
499,34.3784,13.4818,2.6434
500,34.4472,13.5223,2.9867
501,34.5161,12.6568,3.4452
502,34.585,11.7043,3.7553
503,34.6539,11.8736,3.8261
504,34.7228,12.6204,3.8862
505,34.7917,12.8324,3.9873
506,34.8606,16.6492,4.92
507,34.9295,18.4212,5.8466
508,34.9984,16.9177,5.3244
509,35.0673,14.6985,4.0756
510,35.1362,12.7704,2.605
511,35.2051,12.2117,2.7464
