,position (um),Ecad intensity,Abi intensity
0,0.0,10.102,0.41578
1,0.0689,14.3113,1.49849
2,0.1378,15.2586,2.31954
3,0.2067,18.9497,3.79419
4,0.2756,20.3229,4.1443
5,0.3445,18.817,5.54296
6,0.4134,14.0162,4.30497
7,0.4823,14.1835,3.46047
8,0.5512,12.5608,2.44652
9,0.6201,15.5369,2.27109
10,0.6889,12.9063,1.70545
11,0.7578,12.2399,1.45405
12,0.8267,13.3109,1.56339
13,0.8956,13.5682,2.02185
14,0.9645,15.1065,2.65588
15,1.0334,17.603,2.77618
16,1.1023,18.1765,2.67123
17,1.1712,14.779,2.38794
18,1.2401,12.7996,2.65854
19,1.309,13.4565,2.82236
20,1.3779,10.4865,2.16455
21,1.4468,10.828,2.061
22,1.5157,16.267,1.8993
23,1.5846,15.5833,2.17244
24,1.6535,16.1166,1.43134
25,1.7224,15.5016,0.90328
26,1.7913,16.4596,1.13898
27,1.8602,22.678,1.46539
28,1.929,21.0623,1.48836
29,1.9979,19.186,1.46245
30,2.0668,18.1999,1.45274
31,2.1357,15.5929,1.30644
32,2.2046,12.3241,1.20598
33,2.2735,14.6585,1.83008
34,2.3424,12.9048,1.81275
35,2.4113,13.4777,2.35546
36,2.4802,13.9767,1.87994
37,2.5491,11.698,1.81986
38,2.618,13.1529,1.66451
39,2.6869,13.6718,2.12352
40,2.7558,14.3625,1.94906
41,2.8247,11.5988,1.5548
42,2.8936,14.6037,1.60535
43,2.9625,14.3454,1.84862
44,3.0314,12.2733,1.60249
45,3.1003,15.3185,2.31086
46,3.1691,14.7449,2.57719
47,3.238,13.5837,2.26195
48,3.3069,14.8607,2.16043
49,3.3758,13.3842,1.66269
50,3.4447,13.8003,1.12893
51,3.5136,14.1574,1.11154
52,3.5825,17.4169,1.7901
53,3.6514,16.0744,2.25932
54,3.7203,16.4243,2.49842
55,3.7892,15.2438,1.96627
56,3.8581,15.1259,2.03443
57,3.927,14.6886,2.9525
58,3.9959,13.8492,1.82855
59,4.0648,14.482,1.75492
60,4.1337,13.6248,1.49391
61,4.2026,13.2316,1.49168
62,4.2715,11.2435,1.40832
63,4.3404,10.2958,1.28015
64,4.4092,9.2287,1.00127
65,4.4781,7.18,1.20814
66,4.547,8.6128,1.23708
67,4.6159,7.3104,1.77276
68,4.6848,7.809,1.39163
69,4.7537,7.8817,2.33652
70,4.8226,7.1636,1.32287
71,4.8915,8.7666,1.49852
72,4.9604,8.7564,1.62221
73,5.0293,12.8418,1.11118
74,5.0982,10.1826,0.9641
75,5.1671,9.0384,0.78052
76,5.236,10.3742,1.18652
77,5.3049,13.1002,0.69606
78,5.3738,13.2007,0.46025
79,5.4427,9.8648,0.4431
80,5.5116,8.88,0.49653
81,5.5805,5.344,0.51224
82,5.6493,5.8405,0.82562
83,5.7182,4.4016,0.57168
84,5.7871,4.0516,0.76106
85,5.856,4.3414,0.42155
86,5.9249,3.45,0.72667
87,5.9938,5.6453,0.53005
88,6.0627,6.5268,0.49809
89,6.1316,6.5155,0.54905
90,6.2005,7.6337,0.90598
91,6.2694,6.1715,0.61308
92,6.3383,6.7375,0.7465
93,6.4072,12.1801,0.58887
94,6.4761,14.7834,0.55281
95,6.545,18.6403,0.69122
96,6.6139,23.9878,1.20286
97,6.6828,19.6691,1.82195
98,6.7517,19.8857,2.30538
99,6.8206,20.588,2.23502
100,6.8894,20.2737,1.94988
101,6.9583,20.6136,1.84073
102,7.0272,21.7144,2.13447
103,7.0961,20.7991,2.95261
104,7.165,20.8128,4.56591
105,7.2339,18.9589,5.52876
106,7.3028,20.9327,6.89299
107,7.3717,20.9194,7.5463
108,7.4406,21.2385,5.7999
109,7.5095,16.1407,4.84681
110,7.5784,17.545,4.01435
111,7.6473,15.8133,2.6715
112,7.7162,15.0968,1.55229
113,7.7851,15.8617,1.95315
114,7.854,11.6347,2.22071
115,7.9229,9.2489,2.8147
116,7.9918,7.4179,2.81034
117,8.0607,5.6253,2.18963
118,8.1296,4.8397,2.85589
119,8.1984,7.287,2.66428
120,8.2673,8.5371,2.0707
121,8.3362,7.4563,2.27889
122,8.4051,5.7557,2.1079
123,8.474,5.9903,1.2679
124,8.5429,5.8272,1.38012
125,8.6118,6.3435,1.73343
126,8.6807,7.318,1.33307
127,8.7496,7.0051,1.55725
128,8.8185,9.3859,1.68504
129,8.8874,12.0425,1.42942
130,8.9563,13.2661,1.06535
131,9.0252,12.3697,1.12073
132,9.0941,9.6408,1.53728
133,9.163,9.3849,2.16587
134,9.2319,10.4478,3.15818
135,9.3008,10.4617,3.07629
136,9.3697,10.6576,2.9555
137,9.4385,13.5408,1.68997
138,9.5074,13.0204,1.91719
139,9.5763,14.2343,1.77647
140,9.6452,14.1899,1.81921
141,9.7141,13.9212,1.63607
142,9.783,14.4643,1.80145
143,9.8519,17.6119,1.69303
144,9.9208,17.9535,1.80593
145,9.9897,24.3266,2.68236
146,10.0586,27.1585,3.91132
147,10.1275,29.979,4.79538
148,10.1964,27.3876,5.63903
149,10.2653,22.2268,5.33185
150,10.3342,20.3409,4.13289
