,position (um),Ecad intensity,Abi intensity
0,0.0,16.5525,4.76513
1,0.0689,14.4215,4.38534
2,0.1378,12.557,4.99747
3,0.2067,11.8129,3.98437
4,0.2756,10.16,4.84897
5,0.3445,10.8,4.72523
6,0.4134,13.5091,4.07269
7,0.4823,15.9104,3.74091
8,0.5512,18.2016,2.61738
9,0.6201,14.9367,1.95605
10,0.6889,10.5737,2.07666
11,0.7578,10.6194,1.49781
12,0.8267,9.7172,1.64302
13,0.8956,8.1818,2.31309
14,0.9645,9.5709,2.70789
15,1.0334,9.1235,3.13328
16,1.1023,10.9267,3.10647
17,1.1712,10.8433,2.81656
18,1.2401,10.9962,3.40777
19,1.309,8.068,4.39559
20,1.3779,9.595,3.8085
21,1.4468,9.8619,3.4874
22,1.5157,10.8447,2.89603
23,1.5846,10.8762,2.74345
24,1.6535,12.4927,2.59676
25,1.7224,10.0887,2.72753
26,1.7913,9.6723,2.20967
27,1.8602,8.346,2.42895
28,1.929,6.1178,1.63204
29,1.9979,5.7547,1.19744
30,2.0668,5.7588,2.24973
31,2.1357,6.7165,2.88224
32,2.2046,6.5051,2.95556
33,2.2735,10.0302,2.81455
34,2.3424,10.3211,2.64677
35,2.4113,9.3678,2.56308
36,2.4802,9.6133,2.34803
37,2.5491,9.2278,1.83162
38,2.618,9.1939,1.75275
39,2.6869,7.7161,2.31011
40,2.7558,10.1065,2.7444
41,2.8247,9.7173,3.22352
42,2.8936,10.7751,2.49999
43,2.9625,9.7825,2.43011
44,3.0314,9.7669,1.85863
45,3.1003,11.889,1.39012
46,3.1691,12.2291,1.34603
47,3.238,11.9432,1.67225
48,3.3069,12.1242,2.02078
49,3.3758,13.2629,1.45567
50,3.4447,10.5896,0.98167
51,3.5136,9.0988,0.98528
52,3.5825,9.5046,1.12452
53,3.6514,10.0325,1.13925
54,3.7203,14.1203,2.6254
55,3.7892,13.9862,2.8696
56,3.8581,12.268,3.98252
57,3.927,11.7137,4.92063
58,3.9959,11.2986,3.54491
59,4.0648,12.8254,3.04749
60,4.1337,14.1444,2.60497
61,4.2026,12.0511,2.75508
62,4.2715,15.1589,2.13568
63,4.3404,13.7525,2.60386
64,4.4092,13.9085,3.22265
65,4.4781,14.1654,3.5298
66,4.547,11.516,5.94296
67,4.6159,15.2879,6.8168
68,4.6848,20.2698,7.13829
69,4.7537,19.5039,6.38056
70,4.8226,19.7902,6.00579
71,4.8915,21.342,6.23671
72,4.9604,22.9434,7.73081
73,5.0293,20.102,6.49289
74,5.0982,18.8922,4.91713
75,5.1671,16.5249,3.37452
76,5.236,12.597,2.55773
77,5.3049,12.4383,2.813
78,5.3738,9.6856,2.65518
79,5.4427,9.8551,2.81948
80,5.5116,9.1105,1.75109
81,5.5805,10.2906,1.48499
82,5.6493,9.0901,1.4068
83,5.7182,9.7872,1.39744
84,5.7871,9.995,1.25643
85,5.856,11.3042,1.11075
86,5.9249,11.4173,0.89926
87,5.9938,10.1675,1.22331
88,6.0627,7.5268,1.18833
89,6.1316,6.81,1.56384
90,6.2005,7.2118,1.85386
91,6.2694,7.2073,2.62236
92,6.3383,8.78,3.14982
93,6.4072,9.2932,2.63942
94,6.4761,7.9044,2.40334
95,6.545,6.1271,1.6734
96,6.6139,3.8331,1.42778
97,6.6828,5.1981,2.12577
98,6.7517,4.6907,1.89034
99,6.8206,5.314,2.0494
100,6.8894,7.4898,2.89624
101,6.9583,8.6722,3.06952
102,7.0272,8.7773,3.20933
103,7.0961,8.8107,2.19599
104,7.165,9.0574,1.39748
105,7.2339,11.0,0.94469
106,7.3028,11.8534,1.19977
107,7.3717,12.2654,1.55922
108,7.4406,9.3612,1.54327
109,7.5095,9.122,1.89844
110,7.5784,9.727,1.74031
111,7.6473,11.813,2.01027
112,7.7162,16.0175,1.97004
113,7.7851,16.9999,2.40283
114,7.854,17.8453,2.37233
115,7.9229,19.3808,2.74934
116,7.9918,19.2206,3.57357
117,8.0607,19.3152,3.92148
118,8.1296,19.928,4.13694
119,8.1984,22.3682,6.58696
120,8.2673,24.0446,8.36802
121,8.3362,20.0425,7.449
122,8.4051,16.8537,4.41737
123,8.474,17.9666,2.7422
124,8.5429,18.185,2.23906
125,8.6118,17.3133,1.62827
126,8.6807,15.6906,1.75094
127,8.7496,13.6252,1.94203
128,8.8185,13.3658,1.43984
129,8.8874,12.4393,1.76515
130,8.9563,12.3109,2.00249
131,9.0252,12.4102,2.70894
132,9.0941,12.8673,2.75192
133,9.163,13.7384,3.00641
134,9.2319,14.1825,3.19617
135,9.3008,11.1343,2.15826
136,9.3697,10.0382,1.36374
137,9.4385,7.953,0.95916
138,9.5074,6.6852,0.64451
139,9.5763,6.2612,0.70111
140,9.6452,5.474,0.74534
141,9.7141,5.8757,1.74315
142,9.783,7.7645,2.80766
143,9.8519,7.9211,3.25719
144,9.9208,9.4686,3.16087
145,9.9897,9.1541,2.41277
146,10.0586,11.3095,1.71431
147,10.1275,12.3076,1.24677
148,10.1964,11.5287,1.32488
149,10.2653,12.702,0.93692
150,10.3342,11.3355,1.55597
151,10.4031,11.2504,2.04355
152,10.472,10.7073,1.58947
153,10.5409,10.2554,1.74651
154,10.6098,12.7133,1.37803
155,10.6786,13.9925,1.55291
156,10.7475,13.1767,1.90508
157,10.8164,14.4884,2.6671
158,10.8853,14.6083,2.7872
159,10.9542,18.0249,3.28708
160,11.0231,19.7718,3.99859
161,11.092,18.2846,5.14022
162,11.1609,18.3616,6.74058
163,11.2298,18.3393,7.40168
164,11.2987,20.3892,8.15206
165,11.3676,21.8737,6.70343
166,11.4365,22.8841,6.14339
167,11.5054,18.0363,4.764
168,11.5743,13.514,3.64524
