,position (um),Ecad intensity,Abi intensity
0,0.0,24.1616,11.5928
1,0.0689,25.9056,11.7203
2,0.1378,24.5716,9.5242
3,0.2067,23.6265,6.6636
4,0.2756,22.0257,5.3639
5,0.3445,19.3247,4.425
6,0.4134,15.5023,4.531
7,0.4823,15.7336,3.9598
8,0.5512,16.2649,3.2359
9,0.6201,17.3588,1.9594
10,0.6889,18.7529,1.9214
11,0.7578,20.5305,1.7562
12,0.8267,20.8536,1.9453
13,0.8956,20.5303,1.4946
14,0.9645,20.1849,2.0376
15,1.0334,20.3852,1.7097
16,1.1023,18.5763,2.0631
17,1.1712,19.3456,1.4715
18,1.2401,20.1388,2.5153
19,1.309,17.7281,2.5551
20,1.3779,15.5837,2.1876
21,1.4468,14.3835,2.5874
22,1.5157,11.4743,2.5248
23,1.5846,13.6103,1.4159
24,1.6535,13.1822,1.7203
25,1.7224,13.8742,2.2878
26,1.7913,14.1008,1.8834
27,1.8602,12.792,1.7214
28,1.929,11.581,1.5443
29,1.9979,13.6401,1.3348
30,2.0668,12.613,1.5595
31,2.1357,12.6676,1.7338
32,2.2046,12.7591,1.6353
33,2.2735,14.1475,1.3615
34,2.3424,14.9554,1.5791
35,2.4113,14.8012,1.9217
36,2.4802,12.4154,1.9069
37,2.5491,12.5689,2.2311
38,2.618,13.9085,2.4589
39,2.6869,13.5226,2.6958
40,2.7558,13.9471,2.0406
41,2.8247,15.9075,3.7445
42,2.8936,18.1275,4.9679
43,2.9625,19.8254,4.3286
44,3.0314,17.2191,4.1338
45,3.1003,19.3354,2.9696
46,3.1691,18.4192,2.8307
47,3.238,15.7235,3.6038
48,3.3069,15.3178,3.6624
49,3.3758,18.5066,3.2283
50,3.4447,20.8365,3.3868
51,3.5136,21.5926,3.6119
52,3.5825,20.7527,3.8822
53,3.6514,18.7169,3.5637
54,3.7203,19.1809,3.1494
55,3.7892,23.3593,4.2766
56,3.8581,23.8153,6.0053
57,3.927,34.3136,10.0767
58,3.9959,33.8047,15.3151
59,4.0648,34.5694,15.8249
60,4.1337,35.2938,16.3685
61,4.2026,33.591,14.6755
62,4.2715,28.2031,12.74
63,4.3404,23.6261,10.5747
64,4.4092,21.9235,7.7807
65,4.4781,20.2382,5.7586
66,4.547,18.8975,4.9624
67,4.6159,17.8606,3.9976
68,4.6848,16.0165,4.0734
69,4.7537,18.8607,4.0558
70,4.8226,16.0738,3.4905
71,4.8915,17.8642,2.5714
72,4.9604,20.0926,2.0538
73,5.0293,20.1059,1.9741
74,5.0982,21.1522,2.2134
75,5.1671,24.4041,1.7829
76,5.236,23.7336,1.6314
77,5.3049,21.1224,1.5492
78,5.3738,20.2789,1.8543
79,5.4427,17.3947,1.5834
80,5.5116,17.409,1.2205
81,5.5805,18.9623,1.876
82,5.6493,19.1289,2.8798
83,5.7182,16.5981,2.1744
84,5.7871,17.9544,2.1722
85,5.856,15.6259,2.5431
86,5.9249,15.9806,3.0307
87,5.9938,13.6085,4.7527
88,6.0627,11.9696,4.9458
89,6.1316,12.1928,5.2447
