,position (um),Fat2 intensity,Abi intensity,phal intensity
0,0.0,3.75,0.75,8.25
1,0.06889,2.4306,1.27083,12.7014
2,0.13779,1.9444,3.0,12.4722
3,0.20668,2.0833,2.72917,8.4792
4,0.27558,1.7778,1.77778,10.7778
5,0.34447,1.4306,1.56945,12.7153
6,0.41337,2.4583,1.79167,10.9167
7,0.48226,4.7986,2.0,9.6945
8,0.55116,8.2778,2.41667,8.3333
9,0.62005,12.875,3.18751,13.25
10,0.68894,16.0833,3.55557,17.6806
11,0.75784,22.8264,3.97917,17.7569
12,0.82673,44.0,5.83333,24.3333
13,0.89563,65.2222,8.15972,34.118
14,0.96452,67.764,7.1111,42.9721
15,1.03342,61.1043,8.14583,55.7083
16,1.10231,53.3612,7.86111,68.8056
17,1.17121,46.8403,6.63194,75.7639
18,1.2401,38.625,6.625,78.125
19,1.309,22.6458,4.47221,84.861
20,1.37789,10.7222,4.38889,90.6111
21,1.44678,8.2291,3.5,90.7084
22,1.51568,7.1944,2.5,86.764
23,1.58457,6.0486,2.40973,84.6529
24,1.65347,4.8333,1.74998,88.6668
25,1.72236,4.0764,2.15277,85.0557
26,1.79126,5.8472,2.93056,75.9584
27,1.86015,4.6875,3.62503,71.3125
28,1.92905,2.3334,3.2778,72.5002
29,1.99794,1.5,2.5486,60.0905
30,2.06683,0.1666,3.04166,48.3752
31,2.13573,1.0347,2.03472,51.3336
32,2.20462,1.5,0.5,43.0836
33,2.27352,2.4583,0.02083,33.5625
34,2.34241,2.0139,0.5,30.9445
35,2.41131,0.0347,1.48613,28.3058
36,2.4802,0.5001,1.00001,30.9998
37,2.5491,2.507,0.5,21.0487
38,2.61799,2.0278,0.9861,16.1529
39,2.68689,1.0,0.5,20.5832
40,2.75578,1.9166,1.88885,16.1388
41,2.82467,0.9653,2.82635,11.1389
42,2.89357,0.125,1.41665,6.2917
43,2.96246,0.1459,0.5,4.9514
44,3.03136,0.0,1.05556,3.8889
45,3.10025,0.4375,1.0,5.9375
46,3.16915,0.4305,0.86109,5.4305
47,3.23804,0.0,1.3472,2.3472
48,3.30694,0.0,1.08334,2.8333
