,position (um),Fat2 intensity,Abi intensity,phal intensity
0,0.0,2.5001,2.94443,6.111
1,0.06889,1.1206,0.83504,3.4912
2,0.13779,6.0047,2.64993,4.3149
3,0.20668,9.7978,1.66452,4.589
4,0.27558,14.2043,1.23552,4.8711
5,0.34447,21.5,2.74996,5.0
6,0.41337,33.8057,3.44391,6.3683
7,0.48226,58.7335,2.65,9.585
8,0.55116,73.6099,4.71997,5.82
9,0.62005,71.4925,4.07892,8.1983
10,0.68894,37.5837,4.55556,8.5139
11,0.75784,20.2802,6.935,16.7299
12,0.82673,13.2156,6.66001,14.22
13,0.89563,10.5539,3.88891,25.5527
14,0.96452,9.89,3.415,28.955
15,1.03342,7.4306,4.06944,25.2501
16,1.10231,5.2755,4.01446,22.5944
17,1.17121,3.245,2.725,23.72
18,1.2401,0.6333,1.95111,22.145
19,1.309,1.5655,1.05389,16.6006
20,1.37789,3.0,2.0,16.5
21,1.44678,1.1039,0.40277,12.4633
22,1.51568,3.3667,1.53556,17.24
23,1.58457,1.845,0.33,16.02
24,1.65347,3.8234,0.97111,18.5523
25,1.72236,3.8889,0.4861,16.2222
26,1.79126,1.135,0.86501,15.315
27,1.86015,1.1861,0.59887,14.5477
28,1.92905,0.34,0.78225,12.3911
29,1.99794,0.6,1.69498,12.635
30,2.06683,0.2222,2.29167,13.7084
31,2.13573,0.7294,0.02053,14.2933
32,2.20462,0.03,0.90001,13.6199
33,2.27352,0.7517,0.29944,11.5917
34,2.34241,0.4333,1.59391,15.0651
35,2.41131,0.625,1.37497,12.2499
36,2.4802,0.4956,1.0289,9.1755
37,2.5491,0.6605,1.0422,7.6972
38,2.61799,0.985,0.10501,8.44
39,2.68689,0.9394,1.12948,9.8506
40,2.75578,0.1389,1.61108,8.0
